CHEM,CHEMID,CASNUM,TODAY,INITIALS,USERID,CREATED,MODIFIED
"QUERCETIN-3-L-ARABINO-7-D-GLUCOSIDE","QUERCETIN3LARABINO7DGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-L-ARABINOSIDE","QUERCETIN3LARABINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3'-METHYLETHER","QUERCETIN3METHYLETHER","","","","DUKE","10-DEC-97","01-NOV-02"
"QUERCETIN-3-MONOGLUCOSIDE","QUERCETIN3MONOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-ALPHA(6'''-P-COUMAROYL-GLUCOSYL-BETA-1,4-RHAMNOSIDE)","QUERCETIN3OALPHA6PCOUMAROYLGLUCOSYLBETA14RHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-ALPHA-ARABINOFURANOSIDE","QUERCETIN3OALPHAARABINOFURANOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-ALPHA-D-RHAMNOSYL-O-BETA-L-GALACTOSIDE?","QUERCETIN3OALPHADRHAMNOSYLOBETALGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-ALPHA-GALACTOSIDE","QUERCETIN3OALPHAGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-ALPHA-L-ARABOFURANOSIDE","QUERCETIN3OALPHALARABOFURANOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-ALPHA-L-RHAMNOSIDE","QUERCETIN3OALPHALRHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-ARABINOSIDE","QUERCETIN3OARABINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-D-2-GLUCOSYL-RUTINOSIDE","QUERCETIN3OBETAD2GLUCOSYLRUTINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-D-GALACTOSIDE","QUERCETIN3OBETADGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-D-GLUCOPYRANOSIDE","QUERCETIN3OBETADGLUCOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-D-GLUCOSIDE","QUERCETIN3OBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-D-GLUCOSYL-O-ALPHA-L-GALACTOSIDE?","QUERCETIN3OBETADGLUCOSYLOALPHALGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-D-GLUCURONIDE","QUERCETIN3OBETADGLUCURONIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-D-NEOHESPEROSIDE","QUERCETIN3OBETADNEOHESPEROSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-D-XYLOPYRANOSIDE","QUERCETIN3OBETADXYLOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-GLUCOSIDE","QUERCETIN3OBETAGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-O-SOPHOROSIDE","QUERCETIN3OBETAOSOPHOROSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-BETA-RUTINOSIDE","QUERCETIN3OBETARUTINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-DIGLUCOSIDE","QUERCETIN3ODIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-GALACTOSIDE","QUERCETIN3OGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-GALACTOSYL-1,6-GLUCOSIDE","QUERCETIN3OGALACTOSYL16GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-GALACTOSYLXYLOSIDE","QUERCETIN3OGALACTOSYLXYLOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-GLUCOSIDE","QUERCETIN3OGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-GLUCOSIDE-7-O-RHAMNOSIDE","QUERCETIN3OGLUCOSIDE7ORHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-GLUCOSYLGALACTOSIDE","QUERCETIN3OGLUCOSYLGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-GLUCOSYLXYLOSIDE","QUERCETIN3OGLUCOSYLXYLOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-L-RHAMNOSIDE","QUERCETIN3OLRHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-RHAMNODIGLUCOSIDE","QUERCETIN3ORHAMNODIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-RHAMNOSIDE","QUERCETIN3ORHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-RUTINOSIDE","QUERCETIN3ORUTINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-TRIGLYCOSIDE","QUERCETIN3OTRIGLYCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-XYLOSIDE","QUERCETIN3OXYLOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-XYLOSYLGALACTOSIDE","QUERCETIN3OXYLOSYLGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-O-XYLOSYLGLUCOSIDE","QUERCETIN3OXYLOSYLGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-RHAMNODIGLUCOSIDE","QUERCETIN3RHAMNODIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-RHAMNOGALACTOSIDE","QUERCETIN3RHAMNOGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-RHAMNOGLUCOSIDE","QUERCETIN3RHAMNOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-RHAMNOGLUCOSIDE-7-BETA-GLUCOSIDE","QUERCETIN3RHAMNOGLUCOSIDE7BETAGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-RHAMNOSIDE","QUERCETIN3RHAMNOSIDE","","","","DUKE","10-DEC-97","04-OCT-00"
"QUERCETIN-3-RHAMNOSYL-GALACTOSIDE","QUERCETIN3RHAMNOSYLGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-RHAMNOSYL-GLUCOSIDE","QUERCETIN3RHAMNOSYLGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-ROBINOBIOSIDE-7-RHAMNOSIDE","QUERCETIN3ROBINOBIOSIDE7RHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-ROBINOSIDE","QUERCETIN3ROBINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-0-RUTINOSIDE","QUERCETIN3RUTINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-SINAPOYL-SOPHOROSIDE","QUERCETIN3SINAPOYLSOPHOROSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-SOPHOROSIDE","QUERCETIN3SOPHOROSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-SOPHOROSIDE-7-GLUCOSIDE","QUERCETIN3SOPHOROSIDE7GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-TRIGLUCOSIDE","QUERCETIN3TRIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-0-XYLOSIDE","QUERCETIN3XYLOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-3-XYLOSYLGALACTOSIDE","QUERCETIN3XYLOSYLGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-4',7-DI-O-BETA-D-GLUCOSIDE","QUERCETIN47DIOBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-4'-GLUCOSIDE","QUERCETIN4GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-4-O-BETA-D-GLUCOSIDE","QUERCETIN4OBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-5-METHYLETHER","QUERCETIN5METHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-BETA-GLUCOSIDE","QUERCETIN7BETAGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-GLUCOSIDE","QUERCETIN7GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-GLUCOSIDE-3-RHAMNOGALACTOSIDE","QUERCETIN7GLUCOSIDE3RHAMNOGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-GLUCOSIDE-3-RHAMNOGLUCOSIDE","QUERCETIN7GLUCOSIDE3RHAMNOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-GLUCOSIDO-3-RHAMNOGALACTOSIDE","QUERCETIN7GLUCOSIDO3RHAMNOGALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-HETEROSIDE","QUERCETIN7HETEROSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-O-BETA-D-GLUCOPYRANOSIDE-BETA-L-RHAMNOPYRANOSIDE","QUERCETIN7OBETADGLUCOPYRANOSIDEBETALRHAMNOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-O-BETA-D-GLUCOSIDE","QUERCETIN7OBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-7-O-GLUCOSIDE","QUERCETIN7OGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-ARABINOSIDE","QUERCETINARABINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-DIGLUCOSIDE","QUERCETINDIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-DIMETHYL-ETHER","QUERCETINDIMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETIN-DIPENTOSIDE","QUERCETINDIPENTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-FRUCTOSYL-GLUCOSIDE","QUERCETINFRUCTOSYLGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-GLUCOSIDE","QUERCETINGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-GLUCOSIDES","QUERCETINGLUCOSIDES","","","","DUKE","10-DEC-97",""
"QUERCETIN-GLUCURONOSIDE","QUERCETINGLUCURONOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-GLYCOSIDE","QUERCETINGLYCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-GLYCOSIDES","QUERCETINGLYCOSIDES","","","","DUKE","10-DEC-97",""
"QUERCETIN-HETEROSIDE","QUERCETINHETEROSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-PENTAMETHYL-ETHER","QUERCETINPENTAMETHYLETHER","","","","DUKE","10-DEC-97",""
"QUERCETIN-RHAMNOSIDE-XYLOSIDE","QUERCETINRHAMNOSIDEXYLOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-TRIGLUCOSIDE","QUERCETINTRIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETIN-TRIGLYCOSIDE","QUERCETINTRIGLYCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETOL","QUERCETOL","","","","DUKE","10-DEC-97",""
"QUERCETOL-3-ARABINOSIDE?","QUERCETOL3ARABINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETOL-3-GLUCOSIDE","QUERCETOL3GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETOL-HETEROSIDE","QUERCETOLHETEROSIDE","","","","DUKE","10-DEC-97",""
"QUERCETRIN","QUERCETRIN","","","","DUKE","10-DEC-97",""
"QUERCETRIN-3,7-GLUCOSIDE","QUERCETRIN37GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCETRIN-3-RHAMNOGLUCOSIDE","QUERCETRIN3RHAMNOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCIMERETRIN","QUERCIMERETRIN","","","","DUKE","10-DEC-97",""
"QUERCIMERITRIN","QUERCIMERITRIN","","","","DUKE","10-DEC-97",""
"QUERCIN","QUERCIN","","","","DUKE","10-DEC-97",""
"QUERCITIN","QUERCITIN","","","","DUKE","10-DEC-97",""
"QUERCITIN-3-0-BETA-D-GLUCOSIDE","QUERCITIN3BETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITIN-3-DIGLUCOSIDE","QUERCITIN3DIGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITIN-3-GALACTOSIDE","QUERCITIN3GALACTOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITIN-3-GLUCOSIDE","QUERCITIN3GLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITIN-3-GLUCOSYL-RHAMNOSIDE","QUERCITIN3GLUCOSYLRHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITIN-3-0-RHAMNOGLUCOSIDE","QUERCITIN3RHAMNOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITIN-3-RHAMNOSIDE","QUERCITIN3RHAMNOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITIN-3-RUTINOSIDE","QUERCITIN3RUTINOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITOL","QUERCITOL","","","","DUKE","10-DEC-97",""
"QUERCITRIN","QUERCITRIN","","","","DUKE","10-DEC-97",""
"QUERCITRIN-3-D-BETA-GLYCOSIDE","QUERCITRIN3DBETAGLYCOSIDE","","","","DUKE","10-DEC-97",""
"QUERCITROSIDE","QUERCITROSIDE","","","","DUKE","10-DEC-97",""
"QUERCITRYL-2'-ACETATE","QUERCITRYL2ACETATE","","","","DUKE","10-DEC-97",""
"QUESTIN","QUESTIN","","","","DUKE","10-DEC-97",""
"QUILLAIC-ACID","QUILLAICACID","","","","DUKE","10-DEC-97",""
"QUINACIMINE","QUINACIMINE","","","","DUKE","10-DEC-97",""
"QUINALDINE","QUINALDINE","","","","DUKE","10-DEC-97",""
"QUINAMINE","QUINAMINE","","","","DUKE","10-DEC-97",""
"QUINIC-ACIC","QUINICACIC","","","","DUKE","10-DEC-97",""
"QUINIC-ACID","QUINICACID","","","","DUKE","10-DEC-97",""
"QUINICINE","QUINICINE","","","","DUKE","10-DEC-97",""
"QUINIDINE","QUINIDINE","","","","DUKE","10-DEC-97",""
"QUINIDINE-POLYGALACTURONATE","QUINIDINEPOLYGALACTURONATE","","","","DUKE","10-DEC-97",""
"QUINIDINE-SULFATE","QUINIDINESULFATE","","","","DUKE","10-DEC-97",""
"QUINIDINONE","QUINIDINONE","","","","DUKE","10-DEC-97",""
"QUININE","QUININE","","","","DUKE","10-DEC-97",""
"QUININE-ASCORBATE","QUININEASCORBATE","","","","DUKE","10-DEC-97",""
"QUININE-SULFATE","QUININESULFATE","","","","DUKE","10-DEC-97",""
"QUININIDINE","QUININIDINE","","","","DUKE","10-DEC-97",""
"QUINOLINE","QUINOLINE","","","","DUKE","10-DEC-97",""
"QUINONE","QUINONE","","","","DUKE","10-DEC-97",""
"QUINOVIC-ACID","QUINOVICACID","","","","DUKE","10-DEC-97",""
"QUINOVIC-ACID-BETA-D-QUINOVOSIDE","QUINOVICACIDBETADQUINOVOSIDE","","","","DUKE","10-DEC-97",""
"QUINOVIC-ACID-GYLCOSIDE","QUINOVICACIDGYLCOSIDE","","","","DUKE","10-DEC-97",""
"QUINOVIGEC-ACID","QUINOVIGECACID","","","","DUKE","10-DEC-97",""
"QUINOVIN","QUINOVIN","","","","DUKE","10-DEC-97",""
"QUINOVOSIDES","QUINOVOSIDES","","","","DUKE","10-DEC-97",""
"QUINQUEFOLAN-A","QUINQUEFOLANA","","","","DUKE","10-DEC-97",""
"QUINQUEFOLAN-B","QUINQUEFOLANB","","","","DUKE","10-DEC-97",""
"QUINQUEFOLAN-C","QUINQUEFOLANC","","","","DUKE","10-DEC-97",""
"QUINQUELOSIDE","QUINQUELOSIDE","","","","DUKE","10-DEC-97",""
"QUISQUALIC-ACID","QUISQUALICACID","","","","DUKE","10-DEC-97",""
"QURACOL-A","QURACOLA","","","","DUKE","10-DEC-97",""
"QURACOL-B","QURACOLB","","","","DUKE","10-DEC-97",""
"RAA","RAA","","","","DUKE","10-DEC-97",""
"RABDOSIN","RABDOSIN","","","","DUKE","10-DEC-97",""
"RACEMOSIDE","RACEMOSIDE","","","","DUKE","10-DEC-97",""
"RADIATIN","RADIATIN","","","","DUKE","10-DEC-97",""
"RADIATINE","RADIATINE","","","","DUKE","10-DEC-97",""
"RADICANIN","RADICANIN","","","","DUKE","10-DEC-97",""
"RAFFINASE","RAFFINASE","","","","DUKE","10-DEC-97",""
"RAFFINOSE","RAFFINOSE","","","","DUKE","10-DEC-97",""
"RANUNCULIN","RANUNCULIN","","","","DUKE","10-DEC-97",""
"RAPANONE","RAPANONE","","","","DUKE","10-DEC-97",""
"RAPHANIN","RAPHANIN","","","","DUKE","10-DEC-97",""
"RAPHANOL","RAPHANOL","","","","DUKE","10-DEC-97",""
"RAPHANUSIN-A","RAPHANUSINA","","","","DUKE","10-DEC-97",""
"RAPHANUSIN-B","RAPHANUSINB","","","","DUKE","10-DEC-97",""
"RAPHANUSIN-C","RAPHANUSINC","","","","DUKE","10-DEC-97",""
"RAPHANUSIN-D","RAPHANUSIND","","","","DUKE","10-DEC-97",""
"RAPIN","RAPIN","","","","DUKE","10-DEC-97",""
"RAPINE","RAPINE","","","","DUKE","10-DEC-97",""
"RATANHIAPHENOL-I","RATANHIAPHENOLI","","","","DUKE","10-DEC-97",""
"RATANHIAPHENOL-II","RATANHIAPHENOLII","","","","DUKE","10-DEC-97",""
"RATANHIAPHENOLS","RATANHIAPHENOLS","","","","DUKE","10-DEC-97",""
"RATANINE","RATANINE","","","","DUKE","10-DEC-97",""
"RAUBASINE","RAUBASINE","","","","DUKE","10-DEC-97",""
"RAUGALLINE","RAUGALLINE","","","","DUKE","10-DEC-97",""
"RAUHIMBINE","RAUHIMBINE","","","","DUKE","10-DEC-97",""
"RAUJEMIDINE","RAUJEMIDINE","","","","DUKE","10-DEC-97",""
"RAUMITORINE","RAUMITORINE","","","","DUKE","10-DEC-97",""
"RAUNATINE","RAUNATINE","","","","DUKE","10-DEC-97",""
"RAUNITIDINE","RAUNITIDINE","","","","DUKE","10-DEC-97",""
"RAUNOLININE","RAUNOLININE","","","","DUKE","10-DEC-97",""
"RAUPINE","RAUPINE","","","","DUKE","10-DEC-97",""
"RAUVANINE","RAUVANINE","","","","DUKE","10-DEC-97",""
"RAUVOLFINE","RAUVOLFINE","","","","DUKE","10-DEC-97",""
"RAUVOLSINE","RAUVOLSINE","","","","DUKE","10-DEC-97",""
"RAUVOMILINE","RAUVOMILINE","","","","DUKE","10-DEC-97",""
"RAUVOMITINE","RAUVOMITINE","","","","DUKE","10-DEC-97",""
"RAUVOXINE","RAUVOXINE","","","","DUKE","10-DEC-97",""
"RAUVOXININE","RAUVOXININE","","","","DUKE","10-DEC-97",""
"RAUWOLFININE","RAUWOLFININE","","","","DUKE","10-DEC-97",""
"RAUWOLSCINE","RAUWOLSCINE","","","","DUKE","10-DEC-97",""
"(R)-DIHYDRO-MALEIMIDE","RDIHYDROMALEIMIDE","","","","DUKE","10-DEC-97",""
"(R)-DIHYDRO-MALEIMIDE-BETA-D-GLUCOSIDE","RDIHYDROMALEIMIDEBETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"REBAUDIOSIDE","REBAUDIOSIDE","","","","DUKE","10-DEC-97",""
"REBAUDIOSIDES","REBAUDIOSIDES","","","","DUKE","10-DEC-97",""
"RECANESCINE","RECANESCINE","","","","DUKE","10-DEC-97",""
"REDUCING-SUGAR","REDUCINGSUGAR","","","","DUKE","10-DEC-97",""
"REDUCING-SUGARS","REDUCINGSUGARS","","","","DUKE","10-DEC-97",""
"REDUCTASE","REDUCTASE","","","","DUKE","10-DEC-97",""
"REHMAGLUTINS","REHMAGLUTINS","","","","DUKE","10-DEC-97",""
"REHMANNIOSIDES","REHMANNIOSIDES","","","","DUKE","10-DEC-97",""
"REMERINE","REMERINE","","","","DUKE","10-DEC-97",""
"RENIFOLIN","RENIFOLIN","","","","DUKE","10-DEC-97",""
"RENOSYDINE","RENOSYDINE","","","","DUKE","10-DEC-97",""
"RENOXIDINE","RENOXIDINE","","","","DUKE","10-DEC-97",""
"(R)-EPI-HETERODENDRIN","REPIHETERODENDRIN","","","","DUKE","10-DEC-97",""
"REPIN","REPIN","","","","DUKE","10-DEC-97",""
"REPTIOSIDE","REPTIOSIDE","","","","DUKE","10-DEC-97",""
"RESAJMALINE","RESAJMALINE","","","","DUKE","10-DEC-97",""
"RESCIDINE","RESCIDINE","","","","DUKE","10-DEC-97",""
"RESCINNAMINE","RESCINNAMINE","","","","DUKE","10-DEC-97",""
"RESEDINE","RESEDINE","","","","DUKE","10-DEC-97",""
"RESERPIDINE","RESERPIDINE","","","","DUKE","10-DEC-97",""
"RESERPILINE","RESERPILINE","","","","DUKE","10-DEC-97",""
"RESERPINE","RESERPINE","","","","DUKE","10-DEC-97",""
"RESERPININE","RESERPININE","","","","DUKE","10-DEC-97",""
"RESERPOXIDINE","RESERPOXIDINE","","","","DUKE","10-DEC-97",""
"RESIN","RESIN","","","","DUKE","10-DEC-97",""
"RESINIC-ACID","RESINICACID","","","","DUKE","10-DEC-97",""
"RESINIFERATOXIN","RESINIFERATOXIN","","","","DUKE","10-DEC-97",""
"RESINOIDS","RESINOIDS","","","","DUKE","10-DEC-97",""
"RESINS","RESINS","","","","DUKE","10-DEC-97",""
"RESITANNOLS","RESITANNOLS","","","","DUKE","10-DEC-97",""
"RESORCIN","RESORCIN","","","","DUKE","10-DEC-97",""
"RESORCINOL","RESORCINOL","","","","DUKE","10-DEC-97",""
"RESORCYNOL","RESORCYNOL","","","","DUKE","10-DEC-97",""
"RESVERATROL","RESVERATROL","","","","DUKE","10-DEC-97",""
"RESVERATROL-3-MONOGLUCOSIDE","RESVERATROL3MONOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"RETAMINE","RETAMINE","","","","DUKE","10-DEC-97",""
"RETICULAXANTHIN","RETICULAXANTHIN","","","","DUKE","10-DEC-97",""
"RETICULENE","RETICULENE","","","","DUKE","10-DEC-97",""
"RETICULINE","RETICULINE","","","","DUKE","10-DEC-97",""
"RETROCALAMIN","RETROCALAMIN","","","","DUKE","10-DEC-97",""
"RETRONECINE","RETRONECINE","","","","DUKE","10-DEC-97",""
"RETRORSINE","RETRORSINE","","","","DUKE","10-DEC-97",""
"RETUSAMINE","RETUSAMINE","","","","DUKE","10-DEC-97",""
"RETUSAMINE-N-OXIDE","RETUSAMINENOXIDE","","","","DUKE","10-DEC-97",""
"RETUSIN","RETUSIN","","","","DUKE","10-DEC-97",""
"RETUSIN-7-O-BETA-GLUCOPYRANOSIDE","RETUSIN7OBETAGLUCOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"RETUSIN-8-METHYL-ETHER","RETUSIN8METHYLETHER","","","","DUKE","10-DEC-97",""
"REYNOSIN","REYNOSIN","","","","DUKE","10-DEC-97",""
"REYNOUTRIIN","REYNOUTRIIN","","","","DUKE","10-DEC-97",""
"REYNOUTRIN","REYNOUTRIN","","","","DUKE","10-DEC-97",""
"RHAMNAZIN","RHAMNAZIN","","","","DUKE","10-DEC-97",""
"RHAMNAZIN-3-RUTINOSIDE","RHAMNAZIN3RUTINOSIDE","","","","DUKE","10-DEC-97",""
"RHAMNESIN","RHAMNESIN","","","","DUKE","10-DEC-97",""
"RHAMNETIN","RHAMNETIN","","","","DUKE","10-DEC-97",""
"RHAMNETIN-3-ARABINOSIDE-3'-RHAMNOSIDE","RHAMNETIN3ARABINOSIDE3RHAMNOSIDE","","","","DUKE","10-DEC-97",""
"RHAMNINASE","RHAMNINASE","","","","DUKE","10-DEC-97",""
"RHAMNOARABINOGALACTAN","RHAMNOARABINOGALACTAN","","","","DUKE","10-DEC-97",""
"RHAMNOCITRIN","RHAMNOCITRIN","","","","DUKE","10-DEC-97",""
"RHAMNOGALACTURONAN","RHAMNOGALACTURONAN","","","","DUKE","10-DEC-97",""
"RHAMNOGALACTURONAN-I","RHAMNOGALACTURONANI","","","","DUKE","10-DEC-97",""
"RHAMNOISOLIQUIRITIN","RHAMNOISOLIQUIRITIN","","","","DUKE","10-DEC-97",""
"RHAMNOL","RHAMNOL","","","","DUKE","10-DEC-97",""
"RHAMNOLIQUIRITIN","RHAMNOLIQUIRITIN","","","","DUKE","10-DEC-97",""
"RHAMNOSE","RHAMNOSE","","","","DUKE","10-DEC-97",""
"RHAMNOSE-HYDRATE","RHAMNOSEHYDRATE","","","","DUKE","10-DEC-97",""
"RHAMNOVERACINTINE","RHAMNOVERACINTINE","","","","DUKE","10-DEC-97",""
"RHAMNOXANTHIN","RHAMNOXANTHIN","","","","DUKE","10-DEC-97",""
"RHAMNUSTOXIN","RHAMNUSTOXIN","","","","DUKE","10-DEC-97",""
"RHAPONTIC-ACID","RHAPONTICACID","","","","DUKE","10-DEC-97",""
"RHAPONTICIN","RHAPONTICIN","","","","DUKE","10-DEC-97",""
"RHAPONTIGENIN","RHAPONTIGENIN","","","","DUKE","10-DEC-97",""
"RHAPONTIN","RHAPONTIN","","","","DUKE","10-DEC-97",""
"RHATANIN","RHATANIN","","","","DUKE","10-DEC-97",""
"RHATANY-TANNIC-ACID","RHATANYTANNICACID","","","","DUKE","10-DEC-97",""
"RHAZIDIGENIN","RHAZIDIGENIN","","","","DUKE","10-DEC-97",""
"RHAZIDIGENIN-N-OXIDE","RHAZIDIGENINNOXIDE","","","","DUKE","10-DEC-97",""
"RHAZIDINE","RHAZIDINE","","","","DUKE","10-DEC-97",""
"RHAZINILAM","RHAZINILAM","","","","DUKE","10-DEC-97",""
"RHEIN","RHEIN","","","","DUKE","10-DEC-97",""
"RHEIN-8-MONOGLUCOSIDE","RHEIN8MONOGLUCOSIDE","","","","DUKE","10-DEC-97",""
"RHEIN-GLYCOSIDE","RHEINGLYCOSIDE","","","","DUKE","10-DEC-97",""
"RHEINOSIDE","RHEINOSIDE","","","","DUKE","10-DEC-97",""
"RHEINOSIDES","RHEINOSIDES","","","","DUKE","10-DEC-97",""
"RHEOCHRYSIN","RHEOCHRYSIN","","","","DUKE","10-DEC-97",""
"RHEOSMIN","RHEOSMIN","","","","DUKE","10-DEC-97",""
"RHETSININE","RHETSININE","","","","DUKE","10-DEC-97",""
"RHEUM-EMODIN","RHEUMEMODIN","","","","DUKE","10-DEC-97",""
"RHINANTHIN","RHINANTHIN","","","","DUKE","10-DEC-97",""
"RHODEXIN-A","RHODEXINA","","","","DUKE","10-DEC-97",""
"RHODEXIN-B","RHODEXINB","","","","DUKE","10-DEC-97",""
"RHODEXOSIDE","RHODEXOSIDE","","","","DUKE","10-DEC-97",""
"RHODODENDRIN","RHODODENDRIN","","","","DUKE","10-DEC-97",""
"RHODOJAPONINS","RHODOJAPONINS","","","","DUKE","10-DEC-97",""
"RHODOXANTHIN","RHODOXANTHIN","","","","DUKE","10-DEC-97",""
"RHOEADINE","RHOEADINE","","","","DUKE","10-DEC-97",""
"RHOIFOLIN","RHOIFOLIN","","","","DUKE","10-DEC-97",""
"RHOMITOXIN","RHOMITOXIN","","","","DUKE","10-DEC-97",""
"RHOSARIN","RHOSARIN","","","","DUKE","10-DEC-97",""
"RHOSAVIN","RHOSAVIN","","","","DUKE","10-DEC-97",""
