REFERENCE,LONGREF,NOTE,USERID,CREATED,MODIFIED
MAM,"Miller, Lucinda G. and Murray, Wallace J. eds. 1998. Herbal Medicinals - A Clinician's Guide. Pharmaceutical Products Press, Haworth Press, Binghamtown, New York. 382 pp.",,DUKE,15-May-99,
Abel,"Abel, R. 1999. The Eye Care Revolution. Kensington Publishing Corp., NY. 453 pp. $16.00.",,DUKE,6-Jul-99,
PC14:195,"Yoshida, S., Tazaki, K., Minamikawa, T. 1975. Occurrence of Shikimic and Quinic Acids in Angiosperms. Phytochemisty, 14: 195-197.",,DUKE,26-Sep-99,
PC38:847,"Nielsen, J. K., Jakobsen, H. B., Friis, P., Hansen, K., Moller, J., Olsen, C. E. 1995. Asynchronous Rhythmus in the Emission of Volatiles from Hesperis matronalis Flowers. Phytochemistry, 38(4): 847-851.",,DUKE,26-Sep-99,
PC24:2383,"Alard, d., Wray, V., Grotjahn, L., Reznik, H., Strack, D. 1985. Neobetanin: Isolation and Identification from Beta vulgaris. Phytochemisty, 24(10): 2383-2385.",,DUKE,28-Sep-99,
JCR735:409,"Stuppner, H., Egger, R. 1996. Application of Capillary Zone Electrophoresis to the Analysis of Betalains from Beta vulgaris. J. Chromatogr, 735: 409-413.",,DUKE,28-Sep-99,
PIZ,"Pizzorno, J. 1998. Total Wellness. Prima Health, a division of Prima.",,DUKE,27-Oct-99,
JNE,Journal of Nutritional and Environmental Medicine,,DUKE,29-Nov-99,
JNE7:79,Journal of Nutritional and Environmental Medicine. 1997. Volume 7: 79.,,DUKE,29-Nov-99,29-Nov-99
PC4:619,"Lewis, Y. S., Neelakantan, S. 1965. (-)-hydroxycitric acid, the principle acid in the fruits of Garcinia cambogia Desr. Phytochemistry 4: 619-625.",,DUKE,7-Dec-99,
14058,"Rama Rao, A. V., Venkatswamy, G., Pendse, A. D. 1980. Camboginol and cambogin. Tetrahedron Lett 21: 1975-1978.",,DUKE,7-Dec-99,
22992,"Sreenivasan, A., Venkataraman, R. 1959. Chromatographic Detection of the Organic Constituents of Gorikapuli (Garcinia cambogia Desr.) Used in Pickling Fish. Curr. Sci. 29(4): 151-152.",,DUKE,7-Dec-99,
PC47(6):1169,"Iinuma, M., Ito, T., Miyake, R., Tosa, H., Tanaka, T., Chelladurai, V. 1998. A xanthone from Garcinia cambogia. Phytochemistry 47(6): 1169-1170.",,DUKE,7-Dec-99,
JCR806(2):337,"Jayaprakasha, G. K., Sakariah, K. K. 1998. Determination of Orgainc Acids in Garcinia cambogia (Desr.) by High-Performance Liquid Chromatography. J Chromatogra. 806(2): 337-339.",,DUKE,7-Dec-99,
22999,"Mizusaki, S., Hashimoto, K., Sudo, S., Hasegawa, M. 1998. Obesity Preventive Agents Containing Extracts of Garcinia cambogia and Mulberry Tree. Patent-Japan Kokai Tokyo Koho-10 265,397: 4 pp.",,DUKE,7-Dec-99,
23001,"Sergio, W. 1988. A natural food, the malabar tamarind, may be effective in the treatment of obesity. Med Hypoth 27: 39-40.",,DUKE,7-Dec-99,
ZZZ20(10):601,"Ye, D. J., Wu, H., Hu, Y., Sheng, Z. Q. 1995. Gambogic acid content in gamboge and its processed product. Zhongguo Zhongyao Zazhi 20(10): 601.",,DUKE,7-Dec-99,
VLU:146,"Shchiparev, S. M., Soldatenkov, S. V. 1971. Hydroxycitric acid in the leaves of Hibiscus cannabinus. Vestn Leningrad Univ. Biol. 2: 146.",,DUKE,10-Dec-99,
JFS19:97,"Krishnamurthy, N., Lewis, Y. S., Ravindranath, B. 1982. Chemical constituents of kokam fruit rind. J. Food Sci Technol, 19: 97-100.",,DUKE,10-Dec-99,
PC47(6):1167,"Kosin, J., Ruangrungsi, N., Ito, C., Furukawa, H. 1998. A xanthone from Garcinia atroviridis. Phytochemistry, 47(6): 1167-1168.",,DUKE,10-Dec-99,
PC5:601,"Ockendon, D. J., Alston, R. E., Naifeh, K. 1966. The Flavonoids of Psoralea (Leguminosae). Phytochemistry, 5: 601-608.",,DUKE,15-Dec-99,
PC31(9):3091,"Okuda, T., Yoshida, T., Hatano, T., Iwasaki, M., Kubo, M., Orime, T., Yoshizaki, M., Naruhashi, N. 1992. Hydrolysable Tannins as Chemotaxonomic Markers in the Rosaceae. Phytochemistry, 31(9): 3091-3096.",,DUKE,24-Jan-00,
CPB41:1214,"Tanaka,T., Tachibana,H., Nonaka,G., Nishioka,I., Hsu,F.L., Kohda,H., Tanaka,O. 1993. Tannins and Related Compounds. CXXII. New Dimeric, Trimeric and Tetrameric Ellagitannins, Lambertianins A-D, from Rubus lambertianus. Chem & Pharm Bull, 41(7): 1214-1220.",,DUKE,24-Jan-00,
23182,"Wollenweber, E., Dorr, M., Armbruster, S. 1993. Flavonoid Aglycones from Rosa centifolia cv. muscosa and Rubus phoenicolasius. Z Naturforsch Ser C, 48(11/12): 956-958.",,DUKE,24-Jan-00,
23183,"Wollenweber, E., Dorr, M., Armbruster, S. 1993. Flavonoid Aglycones as Glandular Products in Rosa centifolia cv. muscosa and in Rubus phoenicolasius. Z Naturforsch Ser C, 48(11/12): 956-958.",,DUKE,24-Jan-00,
JFS42:488,"Torre, L. C., Barritt, B. H. 1977. Quantitative Evaluation of Rubus Fruit Anthocyanin Pigments. J. Food Sci., 42: 488.",,DUKE,24-Jan-00,
LOY37(4):603,"Li, C.Y. 1974. Phenolic Compounds in Understory Species of Alder, Conifer, and Mixed Alder-Conifer Stands of Coastal Oregon. Lloydia, 37(4): 603-607.",,DUKE,24-Jan-00,
JAO59:29,"Kleiman, R., Spencer, G. F. 1982. Search for New Industrial Oils: 16. Umbelliflorae-Seed Oils Rich in Petroselinic Acid. J. Amer. Oil Chem. Soc., 59: 29-32.",,DUKE,24-Jan-00,
18640,"Zorina, A. D., Matyukhina, L. G., Ryabinin, A. A. 1966. Triterpenes in Some Plant Species. Chem Nat Comp, 2(4): 291.",,DUKE,24-Jan-00,
23186,"Delaveau, P., Paris, R. R. 1961. Concerning the Presence of Rutoside and Gallic Derivatives from the Flowers of Cornus mas and Preliminary Research with C. sanguinea. Bull Soc Chim Biol, 43: 661-666.",,DUKE,24-Jan-00,
BSE,Biochem. Syst. Ecol.,,DUKE,24-Jan-00,
BSE3:79,"Bate-Smith, E. C., Ferguson, I. K., Hutson, K., Jensen, S. R., Nielsen, B. J., Swain, T. 1975. Phytochemical Interrelationships in the Cornaceae. Biochem. Syst. Ecol., 3: 79.",,DUKE,24-Jan-00,
PC15:1097,"Grigorescu, E., Ionescu, A. P. 1976. Isolation of Ursolic Acid from Cornus mas (Cornaceae). Phytochemistry, 15: 1097.",,DUKE,24-Jan-00,
BSE4:193,"Hohn, M. E., Meinschein, W. G. 1976. Seed Oil Fatty Acids: Evolutionary Significance in the Nyssaceae and Cornaceae. Biochem. Syst. Ecol., 4: 193-199.",,DUKE,24-Jan-00,
12571,"Winterhalter, P., Guldner, A., Guldner, A., Jakob, U., Schreier, P. 1994. 3-hydroxy-5,6-epoxy-beta-ionyl-beta-d-glucopyranoside from Malus domestica leaves. Nat. Prod. Lett., 4(1): 57-60.",,DUKE,5-Feb-00,
13076,"Wang, S. Y., Faust, M. 1994. Changes in Polyamine Content During Dormancy in Flower Buds of 'Anna' Apple. J. Amer. Soc. Hort. Sci., 119(1): 70-73.",,DUKE,5-Feb-00,
23199,"Fathy, M. M., Abd El Megid, R. M. 1995. A Comparative Study of the Lipid Contents and the Antimicrobial Activity of Certain Rosaceous Seeds. Zagazig J Pharm Sci, 4(2): 121-127.",,DUKE,5-Feb-00,
JAF41:1968,"Miyake, T., Shibamoto, T. 1993. Quantitative Analysis of Acetaldehyde in Foods and Beverages. J. Agr. Food Chem, 41(11): 1968-1970.",,DUKE,5-Feb-00,
23551,"Childs, R. F., Cole, J. R. 1965. Phytochemical and Pharmacological Investigation of Anemopsis californica. J. Pharm. Sci., 54: 789.",,DUKE,8-Feb-00,
23558,"Ratnayake, S., McLaughlin, J. L. 1993. Petroselinic Acid from the Ripe Berries of Aralia spinosa. Int. J. Pharmacog., 31(1): 35-37.",,DUKE,17-Feb-00,
PHB,Pharm. Biol.,,DUKE,18-Feb-00,
PHB36:8,"Creasy, L. L., Creasy, M. T. 1998. Grape Chemistry and the Significance of Resveratrol: An Overview. Pharm. Biol., 36: 8-13.",,DUKE,18-Feb-00,
COX2000,"Newmark, T. M. and Schulick, P. 2000. Herbal Cox-2 Inhibition - Nature's Challenge to Arthritis, Cancer & Alzheimer's Disease. Hohm Press, Prescott AZ.",,DUKE,18-Feb-00,
FFJ14:393,"Loayza, I., de Groot, W., Lorenzo, D. et al. 1999. Composition of the essential oil of Porophyllum ruderale (Jacq.) Cass. from Bolivia. Flav. & Fragr. J. 14: 393-8.",,DUKE,18-Feb-00,
ARS1234,"Willaman, J. J., Schubert, B. G. 1961. Alkaloid Bearing Plants and their Contained Alkaloids. ARS, USDA, Tech. Bull. 1234, Supt. Doc., Washington D.C.",,DUKE,25-Feb-00,
PM581:84,"Nash, R. J., Beaumont, J., Veitch, N. C., Reynolds, T., Benner, J., Hughes, C. N. G., Dring, J. V., Bennett, R. N., Dellar, J. E. 1992. Phenylethylamine and Piperidine Alkaloids in Aloe Species. Planta Medica, 581: 84-87.",,DUKE,25-Feb-00,
BMA388:1,"Harvey, R. B., Larso, A. H., Landon, R. H., Boyd, W. L., Erickson, L. C. 1945. Weeds Poisonous to Livestock. Bull. Minnesota Agr. Exp. Sta., 388: 1.",,DUKE,25-Feb-00,
PC20:447,"Roberts, M. F., Brown, R. T. 1981. A New Alkaloid from South African Conium Species. Phytochemistry, 20: 447-449.",,DUKE,25-Feb-00,
SC,Science,,DUKE,25-Feb-00,29-Apr-00
SC199:978,"Kondrat, R. W., Cooks, R. G., McLaughlin, J. L. 1978. Alkaloids in Whole Plant Material: Direct Analysis by Kinetic Energy Spectrometry. Science, 199: 978.",,DUKE,25-Feb-00,29-Apr-00
PC11:38,"Fairbairn, J. W., Suwal, P. N. 1961. The Alkaloids of Hemlock (Conium maculatum L.). II. Evidence for a Rapid Turnover of the Major Alkaloids. Phytochemistry, 11: 38-46.",,DUKE,25-Feb-00,
AP308:570,"Stahl, E., Schmitt, W. 1975. Tas-Verfahren und Thermofraktographie zur Schnellanalyse von Alkaloiddrogen. Arch Pharm (Weinheim), 308: 570.",,DUKE,25-Feb-00,
DAN268:511,"Sadykov, Y. D., Khodzhimatov, M. 1983. Alkaloids of Conium maculatum L. Dokl Akad Nauk Tadzh SSR, 268: 511-515.",,DUKE,25-Feb-00,
PM39:216,"Roberts, M. F. 1980. An Alkaloid from Conium maculatum. Planta Medica, 39: 216.",,DUKE,25-Feb-00,
PC13:1841,"Roberts, M. F. 1974. Origin of the Methyl Carbon of Methyl Conine in Conium maculatum. Phytochemistry, 13: 1841-1945.",,DUKE,25-Feb-00,
JAF45:3771,"Kennelly, E. J., Gerhauser, C., Song, L. L., Graham, J. G., Beecher, C. W. W., Pezzuto, J. M., Kinghorn, A. D. 1997. Induction of Quinone Reductase by Withanolides Isolated from Physalis philadelphica (Tomatillos). J. Agr. & Food Chem., 45(10): 3771-3777.",,DUKE,26-Feb-00,
JNP60:869,"Chang, L. C., Gerhauser, C., Song, L., Farnsworth, N. R., Pezzuto, J. M., Kinghorn, A. D. 1997. Activity-Guided Isolation of Constituents of Tephrosia purpurea with the Potential to Induce the Phase II Enzyme, Quinone Reductase. J. Nat. Prod. 60: 869-873.",,DUKE,26-Feb-00,26-Feb-00
CAR18:2155,"Tanaka, T., et al. 1997. Citrus Auraptene Inhibits Chemically Induced Colonic Aberrant Crypt Foci in Male F344 Rats. Carcinogenesis, 18(11): 2155-2161.",,DUKE,26-Feb-00,
CAR17:821,"Ahn, D., Putt, D., Kresty, L., Stoner, G. D., Fromm, D., Hollenberg, P. F. 1996. The Effects of Dietary Ellagic Acid on Rat Hepatic and Esophageal Mucosal Cytochromes P450 and Phase II Enzymes. Carcinogenesis, 17(4): 821-828.",,DUKE,26-Feb-00,
CAR,Carcinogenesis,,DUKE,26-Feb-00,
CLE120:213,"Uda, Y., Price, K. R., Williamson, G., Rhodes, M. J. C. 1997. Induction of the Anticarcinogenic Marker Enzyme, Quinone Reductase, in Murine Hepatoma Cells In Vitro by Flavonoids. Cancer Lett., 120 (2): 213-216.",,DUKE,26-Feb-00,
PNA94:10367,"Fahey, J. W., Zhang, Y., Talalay, P. 1997. Broccoli Sprouts: An Exceptionally Rich Source of Inducers of Enzymes that Protects Against Chemical Carcinogens. Proc. Nat. Acad. Sci., 94: 10367-10372.",,DUKE,26-Feb-00,
JJCR88:821,"Tanaka, T., et al. 1997. Chemoprevention of Azoxymethane-Induced Rat Colon Carcinogenesis by a Xanthine Oxidase Inhibitor, 1'-acetoxychavicol acetate. Jap. J. Cancer Res., 88(9): 821-830.",,DUKE,26-Feb-00,
CAR19:425,"Tanaka, T., et al. 1998. Chemoprevention of 4-nitroquinoline 1-oxide-Induced Oral Carcinogenesis by Citrus Auraptene in Rats. Carcinogenesis, 19(3): 425-431.",,DUKE,26-Feb-00,
CAR17:2385,"Willaimason, G., Plumb, G. W., Uda, Y., Price, K. R., Rhodes, M. J. C. 1996. Dietary Quercetin Glycosides: Antioxidant Activity and Induction of the Anticarcinogenic Phase II Marker Enzyme Quinone Reductase in Hepalclc7 Cells. Carcinogenesis 17(11): 2385.",,DUKE,26-Feb-00,
CR58:2550,"Tanaka,T. et al.1998.Citrus Auraptene Exerts Dose-Dependent Chemopreventive Activity in Rat Large Bowel Tumorigenesis:The Inhibition Correlates with Suppression of Cell Proliferation & Lipid Peroxidation & with Induction of Phase II-. Cancer Res.58:2550.",,DUKE,26-Feb-00,
CAR19:1039,"Singletary, K., et al. 1998. Effect of the Beta-Diketones Diferoloylmethane (Curcumin) and Dibenzoylmethane on Rat Mammary DNA Adducts and Tumors Induced by 7,12-dimethylbenz(A)anthracene. Carcinogenesis, 19(6): 1039-1043.",,DUKE,26-Feb-00,
PS131:95,"Madhavi, D. L., Bomser, J., Smith, M., Singletary, K. 1998. Isolation of Bioactive Constituents from Vaccinium myrtillus (Bilberry) Fruits and Cell Cultures. Plant Sci., 131(1): 95-103.",,DUKE,26-Feb-00,
PAT5411986,"Cho, C. G., Posner, G. H., Talalay, P., Zhang, Y. S. 1995. Chemoprotective Isothiocyanates. Patent-US-5,411,986: 1-22.",,DUKE,26-Feb-00,
PNA89:2399,"Zhang, Y., Talalay, P., Cho, C. G., Posner, G. H. 1992. A Major Inducer of Anticarcinogenic Protective Enzymes from Broccoli: Isolation and Elucidation of Structure. Proc. Nat. Acad. Sci., 89: 2399-2403.",,DUKE,26-Feb-00,
CAR13:2205,"Guo, Z., et al. 1992. Effects of Phenethyl Isothiocyanate, a Carcinogenesis Inhibitor, on Xenobiotic-Metabolizing Enzymes and Nitrosamine Metabolism in Rats. Carcinogenesis, 13(12): 2205-2210.",,DUKE,26-Feb-00,
CAR16:399,"Mehta, R. G., Liu, J. F., Constantinou, A., Thomas, C. E., Hawthorne, M., You, M., Gerhauser, C., Pezzuto, J. M., Moon, R. C., Moriarty, R. M. 1995. Cancer Chemopreventive Activity of Brassinin, a Phytoalexin from Cabbage. Carcinogenesis, 16(2): 399-404.",,DUKE,26-Feb-00,
CAR16:119,"Tawfig,N. Heaney,R.K.,Plumb,J.A.,Fenwick,G.R.,Musk,S.R.R.,Williamson,G.1995. Dietary Glucosinolates as Blocking Agents Against Carcinogenesis: Glucosinolate Breakdown Products Assessed Induction of Quinone Reductase Activity I.Carcinogenesis 16(5)119-1194",,DUKE,26-Feb-00,
BBR218:648,"Duhaiman, A. S. 1996. Characterization of Zeta-Crystallin Inhibition by Juglone. Biochem. Biophys. Res. Commun., 218(3): 648-652.",,DUKE,26-Feb-00,
CLE100:139,"Singletary, K. W. 1996. Rosemary Extract and Carnosol Stimulate Rat Liver Glutathione-s-transferase and Quinone Reductase Activities. Cancer Lett., 100: 139-144.",,DUKE,26-Feb-00,
SC275:218,"Jang, M., et al. 1997. Cancer Chemopreventive Activity of Resveratrol, a Natural Product Derived from Grapes. Science, 275: 218-220.",,DUKE,26-Feb-00,29-Apr-00
AR19:35,"Lee, S. K., Song, Y., Mata-Greenwood, E., Kelloff, G. J., Steele, V. E., Pezzuto, J. M. 1999. Modulation of in vitro Biomarkers of the Carcinogenic Process by Chemopreventive Agents. Anticancer Res., 19: 35-44.",,DUKE,26-Feb-00,
FCT36:623,"Yannai, S., Day, A. J., Williamson, G., Rhodes, M. J. C. 1998. Characterization of Flavonoids as Monofunctional or Bifunctional Inducers of Quinone Reductase in Murine Hepatoma Cell Lines. Food Chem Toxicol, 36(8): 623-630.",,DUKE,27-Feb-00,
CYT25:197,"Fuke, Y., Haga, Y., Ono, H., Nomura, T., Ryoyama, K. 1998. Anti-Carcinogenic Activity of 6-methylsulfinylhexyl isothiocyanate, an Active Anti-Proliferative Principle of Wasabi (Eutrema wasabi Maxim.). Cytotechnology, 25: 197-203.",,DUKE,27-Feb-00,
CYT,Cytotechnology,,DUKE,27-Feb-00,
FCT29:237,"Shertzer, H. G., Sainsbury, M. 1991. Intrinsic Acute Toxicity and Hepatic Enzyme Inducing Properties of the Chemoprotectants Indole-3-carbinol and 5,10-dihydroindeno[1,2-b]indole in... Fold Chem Toxicol, 29(4): 237-242.",,DUKE,27-Feb-00,
NM48:307,"Fuse, J., Kanomori, H., Sakamoto, I., Yahara, S. 1994. Studies on Flavonol Gylcosides in Houttuynia cordata. Nat. Med., 48(4): 307-311.",,DUKE,3-Mar-00,
PC4:933,"Dunnill, P. M., Fowden, L. 1965. The Amino Acids of Seeds of the Cucurbitaceae. Phytochemistry, 4: 933-944.",,DUKE,5-Mar-00,
PC46:1261,"Akihisa, T., Kimura, Y., Kasahara, Y., Kumaki, K., Thakur, S., Tamura, T. 1997. 7-oxodihydrokarounidiol-3-benzoate and other triterpenes from the seeds of cucurbitaceae. Phytochemistry, 46(7): 1261-1266.",,DUKE,5-Mar-00,
PC44:441,"Zhu, M., Phillipson, J. D., Greengrass, P. M., Bowery, N. E., Cai, Y. 1997. Plant Polyphenols: Biologically Active Compounds or Non-Selective Binders to Protein? Phytochemistry, 44(3): 441-447.",,DUKE,8-Mar-00,
ZYD5:273,"Jiang, M. H., Wang, L., Yang, S., Peng, H. L., Miao, Y. S., Jin, G. Z. 1991. Effect of Tetrahydroberberine on Beta-Andrenoceptors. Zhongguo Yaolixue ye Dulixue Zazhi, 5(4): 273-275.",,DUKE,8-Mar-00,
PHZ45:443,"de las Heras, B., Rios, J. L., Martinez-Mir, I., Rubio, E. 1990. A Study of the Adrenergic Activity of the Alkaloids Boldine and Glaucine. Pharmazie, 45(6): 443-444.",,DUKE,8-Mar-00,
PSY,Psychopharmacology,,DUKE,8-Mar-00,
PSY87:464,"Suzdak, P. D., Browne, R. G. 1985. The Effect of Chronic in vivo Infusion of Forskolin on Noradrenergic Receptor Sensitivity. Psychopharmacology, 87(4): 464-467.",,DUKE,8-Mar-00,
ZYT,Zhongguo Yaolixue Tongbao,,DUKE,8-Mar-00,
ZYT11:113,"Xiang, R., Xu, J. T., Yi, N. Y., Xia, Z. Q. 1995. The Pharmacologic Action of Higenamine on Beta-Adrenergic Receptors in Heart of Mice. Zhongguo Yaolixue Tongbao, 11(2): 113-116.",,DUKE,8-Mar-00,
PHH,Pai Ch'iuen I k'o Ta Hsueh Hsueh Pao,,DUKE,8-Mar-00,
PHH17:152,"Li, Q., Chen, Z. 1991. Effect of Oridonin on Binding Capacity of Beta-Andrenergic Receptor and Activity of Adenylate Cyclase. Pai Ch'iuen I k'o Ta Hsueh Hsueh Pao, 17(2): 152-155.",,DUKE,8-Mar-00,
RST,Rev Sci Technol (Health Sci Ser),,DUKE,8-Mar-00,
RST1:55,"Fomum, Z. T. et al. 1984. Erythrina Studies. Part 6: Pharmacological Studies on Sigmoidin A, B and C, Novel Flavonones Isolated from Erythrina sigmoidea. Rev Sci Technol (Health Sci Ser), 1: 55-68.",,DUKE,8-Mar-00,
PM65:175,"Stohr, J. R., Xiao, P. G., Bauer, R. 1999. Isobutylamides and a New Methylbutylamide from Piper sarmentosum. Planta Med., 65(2): 175-177.",,DUKE,8-Mar-00,
PHB36:28,"Jang, M. S., Pezzuto, J. M. 1998. Resveratrol Blocks Eicosanoid Production and Chemically-Induced Cellular Transformation: Implication for Cancer Chemoprevention. Pharm Biol Suppl, 36: 28-34.",,DUKE,8-Mar-00,
JNP62:1558,"Ramsewak, R. S., Nair, M. G., De Witt, D. L., Mattson, W. G., Zasada, J. 1999. Phenolic Glycosides from Dirca palustris. J. Nat. Prod., 62(11): 1558-1561.",,DUKE,8-Mar-00,
BPB,Biol. Pharm. Bull.,,DUKE,8-Mar-00,
BPB21:814,"Fukutake, M., Yokota, S., Kawamura, H., Iizuka, A., Amagaya, S., Fukuda, K., Komatsu, Y. 1998. Inhibitory effect of Coptidis rhizoma adn Scutellariae radix on azoxymethane-induced aberrant crypt foci formation in rat colon. Biol Pharm Bull, 21(8): 814-817",,DUKE,8-Mar-00,9-Mar-00
IR,Inflamm. Res.,,DUKE,8-Mar-00,
IR47:421,"Hiermann, A., Schramm, H. W., Laufer, S. 1998. Anti-Inflammatory Activity of Myricetin-3--O-beta-d-glucuronide and Related Compounds. Inflamm. Res., 47(11): 421-427.",,DUKE,8-Mar-00,24-May-00
PM65:460,"Min, K. R. et al. 1999. (-)-epiafzelechin: Cyclooxygenase-1 Inhibitor and Anti-Inflammatory Agent from Aerial Parts of Celastrus orbiculatus. Planta Med., 65(5): 460-462.",,DUKE,8-Mar-00,
PHB36:35,"Subbaramaiah, K., Michaluart, P., Chung, W. J., Dannenberg, A. J. 1998. Resveratrol Inhibits the Expression of Cyclooxygenase-2 in Human Mammary and Oral Epithelial Cells. Pharm. Biol. Suppl., 36: 35-43.",,DUKE,9-Mar-00,
DEC,Drugs Exp. Clin. Res.,,DUKE,9-Mar-00,
DEC25:65,"Jang, M., Pezzuto, J. M. 1999. Cancer Chemorpreventive Activity of Resveratrol. Drugs Exp. Clin. Res., 25(2/3): 65-77.",,DUKE,9-Mar-00,
CAR20:445,"Zhang, F., Altorki, N. K., Mestre, J. R., Subbaramaiah, K., Dannenberg, A. J. 1999. Curcumin Inhibits Cyclooxygenase-2 Transcription in Bile Acid and Phorbol Ester Treated Human Gastrointestinal Epithelial Cells. Carcinogenesis, 20(3): 445-451.",,DUKE,9-Mar-00,
JNP61:1212,"Ringbom, T., Seguar, L., Noreen, Y., Perera, P., Bohlin, L. 1998. Ursolic Acid from Plantago major, a Selective Inhibitor of Cyclooxygenase-2 Catalyzed Prostaglandin Biosynthesis. J. Nat. Prod., 61(10): 1212-1215.",,DUKE,9-Mar-00,
NPS,Nat. Prod. Sci.,,DUKE,9-Mar-00,
NPS5:65,"Kang, S. S., Kim, J. S., Son, K. H., Kim, H. P., Chang, H. W. 1999. Cyclooxygenase-2 Inhibitor from Evodia rutaecarpa. Nat. Prod. Sci., 5(2): 65-69.",,DUKE,9-Mar-00,
BPB17:458,"Kubo, M., et al. 1994. Studies on Anti-cataract Drugs from Natural Sources. I. Effects of a Methanolic Extract and the Alkaloidal Components from Corydalis Tuber on in vit Aldose Reductase Activity. Biol Pharm Bull, 17(3): 458-459.",,DUKE,26-Mar-00,
CPB45:1306,"Tezuka, Y., Kasimu, R., Basnet, P., Namba, T., Kadota, S. 1997. Aldose Reductase Inhibitory Constituents of the Root of Salvia miltiorhiza Bunge. Chem Pharm Bull, 45(8): 1306-1311.",,DUKE,26-Mar-00,
"PAT04139,180","Iketani, Y., Mihashi, H., Sato, S., Takeda, H. 1992. Xanthones as Aldose Reductase Inhibitors. Patent, Japan Kokai Tokkyo Koho-04 139,180: 7pp.",,DUKE,26-Mar-00,27-Mar-00
YHH31:118,"Mao, S.L., Liao, S. X., Wu, J. H., Liang, H. Q., Chen, H. S., Zhang, C. K. 1996. Studies on Chemical Constituents of Polygala arillat a Buch-Ham. Yao Hsueh Hsueh Pao, 31(2): 118-121.",,DUKE,26-Mar-00,
"PAT04139,179","Iketani, Y., Mihashi, H., Sato, S., Takeda, H. 1992. Aldose Reductase Inhibitors Containing Natural Xanthones and Their Synthetic Analogs. Patent, Japan Kokai Tokkyo Koho-04 139,179, 12pp.",,DUKE,27-Mar-00,27-Mar-00
PR7:252,"Toyomizu, M., Sugiyama, S., Jin, R. L., Nakatsu, T. 1993. Alpha-Glucosidase and Aldose Reductase Inhibitors: Constituents of Cashew, Anacardium occidentale, Nut Shell Liquids. Phytotherapy Research, 7(3): 252-254.",,DUKE,27-Mar-00,
"PAT0236,189","Nishimura, H., Morota, T., Yamaguchi, T., Chin, M. 1990. Extraction of Phenethyl Alcohol Derivatives as Aldose Reductase Inhibitors for Treatment of Diabetes-Related Diseases. Patent, Japan Kokai Tokkyo Koho-02 36,189. 13pp.",,DUKE,27-Mar-00,27-Mar-00
JNP61:82,"Chavez, H., Estevez-Braun, A., Ravelo, A. G., Gonzalez, A. G. 1998. Friedelane Triterpenoids from Maytenus macrocarpa. J. Nat. Prod., 61(1): 82-85.",,DUKE,27-Mar-00,
BP31:3807,"Okuda, I., Muwa, B., Inagakat, K., Horie, T., Nakayama, M. 1982. Inhibition of Aldose Reductases from Rat and Bovine Lenses by Flavonoids. Biochem Pharmacol, 31(23): 3807-3822.",,DUKE,27-Mar-00,
SKN43:99,"Ichikawa, K., et al. 1991. Isolation and Structure Determination of Aldose Reductase Inhibitors from Traditional Thai Medicine, and Syntheses of Their Derivatives. Sankyo Kenkyusho Nempo, 43: 99-110.",,DUKE,27-Mar-00,
