SUPERACT,ACTIVITY
BO (Body Odor),Hypothermic
BO (Body Odor),Myorelaxant
BO (Body Odor),Refrigerant
BO (Body Odor),Sedative
BO (Body Odor),Tranquilizer
Dandruff,Antiallergenic
Dandruff,Antiallergic
Dandruff,Antialopecic
Dandruff,Antibacterial
Dandruff,Antibiotic
Dandruff,Antidandruff
Dandruff,Antidermatic
Dandruff,Antidermatitic
Dandruff,Antidermatophytic
Dandruff,Antidermatotic
Dandruff,Antieczemic
Dandruff,Antifungal
Dandruff,Antihyperkeratotic
Dandruff,Antihypersensitivity
Dandruff,Antiinfective
Dandruff,Antiinflammatory
Dandruff,Antiitch
Dandruff,Antikeratitic
Dandruff,Antikeratotic
Dandruff,Antimelanomic
Dandruff,Antimicrobial
Dandruff,Antioxidant
Dandruff,Antipeptic
Dandruff,Antiproliferative
Dandruff,Antipruritic
Dandruff,Antipsoriac
Dandruff,Antipsoriatic
Dandruff,Antiseborrheic
Dandruff,Antisecretory
Dandruff,Antiseptic
Dandruff,Antistress
Dandruff,Antiyeast
Dandruff,Astringent
Dandruff,Bacteriolytic
Dandruff,Bacteriophagicide
Dandruff,Bacteriostatic
Dandruff,Bacteristat
Dandruff,Candidicide
Dandruff,Candidistat
Dandruff,Circulotonic
Dandruff,Collagen-Sparing
Dandruff,Comedolytic
Dandruff,Counterirritant
Dandruff,COX-2-Inhibitor
Dandruff,Cyclooxygenase-Inhibitor
Dandruff,Demulcent
Dandruff,Dermatophyticide
Dandruff,Disinfectant
Dandruff,Emollient
Dandruff,Fungicide
Dandruff,Fungistat
Dandruff,Immunomodulator
Dandruff,Immunostimulant
Dandruff,Keratolytic
Dandruff,MDR-Inhibitor
Dandruff,Mycobactericide
Dandruff,Moisturizing
Dandruff,Nervine
Dandruff,Suppurative
Dandruff,Vulnerary
GERD / Esophageal Reflux,Antacid
GERD / Esophageal Reflux,Antiacid
GERD / Esophageal Reflux,Anticonstrictive
GERD / Esophageal Reflux,Anticonvulsant
GERD / Esophageal Reflux,Antidyspeptic
GERD / Esophageal Reflux,Antiemetic
GERD / Esophageal Reflux,Antiesophagitic
GERD / Esophageal Reflux,Antigastric
GERD / Esophageal Reflux,Antigastrisecretogogic
GERD / Esophageal Reflux,Antigastritic
GERD / Esophageal Reflux,Antigastrotic
GERD / Esophageal Reflux,AntiGERD
GERD / Esophageal Reflux,Antihalitosic
GERD / Esophageal Reflux,Antiheartburn
GERD / Esophageal Reflux,Antihypertensive
GERD / Esophageal Reflux,Antiinflammatory
GERD / Esophageal Reflux,Antimyocontractant
GERD / Esophageal Reflux,Antinauseant
GERD / Esophageal Reflux,Antipeptic
GERD / Esophageal Reflux,Antiperistaltic
GERD / Esophageal Reflux,Antispasmodic
GERD / Esophageal Reflux,Antispasmogenic
GERD / Esophageal Reflux,Antispasmophilic
GERD / Esophageal Reflux,Antispastic
GERD / Esophageal Reflux,Antistress
GERD / Esophageal Reflux,Antistressor
GERD / Esophageal Reflux,Antiulcer
GERD / Esophageal Reflux,Anxiolytic
GERD / Esophageal Reflux,Apertif
GERD / Esophageal Reflux,Calcium-Antagonist
GERD / Esophageal Reflux,Calcium-Blocker
GERD / Esophageal Reflux,Calcium-Channel-Blocker
GERD / Esophageal Reflux,Digestive
GERD / Esophageal Reflux,Enterotonic
GERD / Esophageal Reflux,Gastroprotective
GERD / Esophageal Reflux,Gastrosedative
GERD / Esophageal Reflux,Gastrostimulant
GERD / Esophageal Reflux,Hypotensive
GERD / Esophageal Reflux,Myoprotective
GERD / Esophageal Reflux,Myorelaxant
GERD / Esophageal Reflux,Myotonic
GERD / Esophageal Reflux,Nervine
GERD / Esophageal Reflux,Neuroprotective
GERD / Esophageal Reflux,Neurosedative
GERD / Esophageal Reflux,Peristaltic
GERD / Esophageal Reflux,Sedative
GERD / Esophageal Reflux,Stomachic
GERD / Esophageal Reflux,Tonic
GERD / Esophageal Reflux,Tranquilizer
Neuropathy,12-Lipoxygenase-Inhibitor
Neuropathy,Adaptogenic
Neuropathy,Analgesic
Neuropathy,Analgesic-Synergist
Neuropathy,Anesthetic
Neuropathy,Anesthetic-potentiator
Neuropathy,Antiallergenic
Neuropathy,Antiallergic
Neuropathy,Antianxiety
Neuropathy,Antiarthritic
Neuropathy,Anticonvulsant
Neuropathy,Antidepressant
Neuropathy,Antidermatitic
Neuropathy,Antiedemic
Neuropathy,Antifatigue
Neuropathy,Antifibromyalgic
Neuropathy,Antiherpetic
Neuropathy,Antihypertensive
Neuropathy,Antihypersensitivity
Neuropathy,Antiinflammatory
Neuropathy,Antileukotriene
Neuropathy,Antilumbagic
Neuropathy,AntiMS
Neuropathy,Antimyalgic
Neuropathy,Antimyelotoxic
Neuropathy,Antimyocontractant
Neuropathy,Antineuralgic
Neuropathy,Antineuritic
Neuropathy,Antineurodermatitic
Neuropathy,Antineuropathic
Neuropathy,Antinociceptive
Neuropathy,Antioxidant
Neuropathy,Antioxidant Synergist
Neuropathy,Antiparkinsonian
Neuropathy,Antiperoxidant
Neuropathy,Antirheumatalgic
Neuropathy,Antirheumatic
Neuropathy,Antisciatic
Neuropathy,Antispasmodic
Neuropathy,Antispasmogenic
Neuropathy,Antispastic
Neuropathy,Antistress
Neuropathy,Antistressor
Neuropathy,Anxiolytic
Neuropathy,CNS-Depressant
Neuropathy,Counterirritant
Neuropathy,COX-2-Inhibitor
Neuropathy,Cyclooxygenase-Inhibitor
Neuropathy,Detoxicant
Neuropathy,Immunomodulator
Neuropathy,Lipoxygenase-Inhibitor
Neuropathy,MDR-Inhibitor
Neuropathy,Myoprotective
Neuropathy,Myorelaxant
Neuropathy,Myotonic
Neuropathy,Narcotic
Neuropathy,Nervine
Neuropathy,Neurogenic
Neuropathy,Neuroleptic
Neuropathy,Neurolytic
Neuropathy,Neuroprotective
Neuropathy,Neurosedative
Neuropathy,Rubefacient
Neuropathy,Sedative
Neuropathy,Spasmolytic
Neuropathy,Tonic
Neuropathy,Tranquilizer
Nightmare,Adrenergic-Blocker
Nightmare,Analgesic
Nightmare,Analgesic-Synergist
Nightmare,Antiadrenergic
Nightmare,Antianxiety
Nightmare,Antideliriant
Nightmare,Antidelirium
Nightmare,Antidepressant
Nightmare,Antihysteric
Nightmare,Antiinsomniac
Nightmare,Antiinsomnic
Nightmare,Antineurotic
Nightmare,Antinightmare
Nightmare,Antinightsweats
Nightmare,Antinociceptive
Nightmare,Antipsychotic
Nightmare,Antistress
Nightmare,Antistressor
Nightmare,Anxiolytic
Nightmare,Cerebrodepressant
Nightmare,Cerebroprotective
Nightmare,Cerebrotonic
Nightmare,CNS-Depressant
Nightmare,CNS-Sedative
Nightmare,Euphoriant
Nightmare,Euphoric
Nightmare,Euphorigenic
Nightmare,Hypnotic
Nightmare,Hypnotic-Synergist
Nightmare,Myorelaxant
Nightmare,Narcotic
Nightmare,Neurosedative
Nightmare,Sedative
Nightmare,Soporific
Nightmare,Tranquilizer
Herpes,Analgesic-Synergist
Herpes,Anesthetic-potentiator
Herpes,Antiabscess
Herpes,Antianxiety
Herpes,Antibacterial
Herpes,Anticancer
Herpes,Anticandidosis
Herpes,Anticanker
Herpes,Anticarcinogenic
Herpes,Anticarcinomic
Herpes,Antidermatic
Herpes,Antidermatitic
Herpes,Antidermatotic
Herpes,Antiexudative
Herpes,Antihypersensitivity
Herpes,Antiinfective
Herpes,Antiinflammatory
Herpes,Antiitch
Herpes,Antiitching
Herpes,Anti-Itching
Herpes,Antimicrobial
Herpes,Antimutagenic
Herpes,Antineuralgic
Herpes,Antineuritic
Herpes,Antineurodermatitic
Herpes,Antioxidant
Herpes,Antioxidant Synergist
Herpes,Antiproliferant
Herpes,Antiproliferative
Herpes,Antiretroviral
Herpes,Antiscarring
Herpes,Antisecretory
Herpes,Antishingles
Herpes,Antistressor
Herpes,Anxiolytic
Herpes,Astringent
Herpes,Bactericide
Herpes,Bacteriolytic
Herpes,Bacteriophagicide
Herpes,Bacteriostatic
Herpes,Bacteristat
Herpes,Cancer-Preventive
Herpes,Candidicide
Herpes,Candidistat
Herpes,Capillariprotective
Herpes,Capillaritonic
Herpes,Capillary-Tonic
Herpes,Counterirritant
Herpes,COX-2-Inhibitor
Herpes,Cyclooxygenase-Inhibitor
Herpes,Demulcent
Herpes,Demulcent (topical)
Herpes,Disinfectant
Herpes,Emollient
Herpes,Immunomodulator
Herpes,MDR-Inhibitor
Herpes,Moisturizing
Herpes,Neuroprotective
Herpes,Secretolytic
Herpes,Tonic
Herpes,Viricide
Herpes,Viristat
Herpes,Vulnerary
Canker Sores,Analgesic-Synergist
Canker Sores,Anesthetic-potentiator
Canker Sores,Antiabscess
Canker Sores,Antianxiety
Canker Sores,Anticanker
Canker Sores,Antidermatic
Canker Sores,Antidermatitic
Canker Sores,Antidermatotic
Canker Sores,Antiexudative
Canker Sores,Antiherpetic
Canker Sores,Antihypersensitivity
Canker Sores,Antiinfective
Canker Sores,Antiitch
Canker Sores,Antiitching
Canker Sores,Anti-Itching
Canker Sores,Antimicrobial
Canker Sores,Antineuralgic
Canker Sores,Antineuritic
Canker Sores,Antineurodermatitic
Canker Sores,Antioxidant Synergist
Canker Sores,Antiproliferant
Canker Sores,Antiproliferative
Canker Sores,Antiretroviral
Canker Sores,Antiscarring
Canker Sores,Antisecretory
Canker Sores,Antistress
Canker Sores,Antistressor
Canker Sores,Antiviral
Canker Sores,Anxiolytic
Canker Sores,Bactericide
Canker Sores,Bacteriolytic
Canker Sores,Bacteriophagicide
Canker Sores,Bacteriostatic
Canker Sores,Capillariprotective
Canker Sores,Capillaritonic
Canker Sores,Capillary-Tonic
Canker Sores,Counterirritant
Canker Sores,Demulcent
Canker Sores,Demulcent (topical)
Canker Sores,Disinfectant
Canker Sores,Emollient
Canker Sores,Immunomodulator
Canker Sores,Moisturizing
Canker Sores,Nervine
Canker Sores,Neuroprotective
Canker Sores,Secretolytic
Canker Sores,Tonic
Canker Sores,Viricide
Canker Sores,Viristat
Herpes,Antiscorbutic
Herpes,Sialogogue
