AGGNO,CHEM,ACTIVITY,DOSAGE,REFERENCE,MAJORACT,USERID,CREATED,MODIFIED
144011,SHOGAOL,5-Lipoxygenase-Inhibitor,,AAA31:329,,DUKE,10-Dec-97,
144012,SHOGAOL,Antiinflammatory,,,,DUKE,10-Dec-97,
144013,SHOGAOL,Cyclooxygenase-Inhibitor,,AAA31:329,,DUKE,10-Dec-97,
144014,SHOGAOL,Hypotensive,,JDD6:25,,DUKE,10-Dec-97,30-Apr-99
144015,SHOGAOL,Molluscicide,LC100=50 ppm,PM56(4):374,,DUKE,10-Dec-97,
144016,SHOGAOL,Pesticide,,,,DUKE,10-Dec-97,
144017,SHOREIC-ACID,Antiherpetic,,,,DUKE,10-Dec-97,
144018,SHOREIC-ACID,Antiviral,,JNP50:7061987,,DUKE,10-Dec-97,
144019,SHOREIC-ACID,Pesticide,,,,DUKE,10-Dec-97,
144021,SHUTERONE,Fungicide,,JNP49:631.1986,,DUKE,10-Dec-97,
144022,SHUTERONE,Pesticide,,,,DUKE,10-Dec-97,
144023,SIAMENOSIDE-I,Sweetener,563 x sucrose,CPB38:2030,,DUKE,10-Dec-97,
144024,SIDERINE,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
144025,SIDERINE,Cytostatic,ID50=100ug/ml,PM56(1):70,,DUKE,10-Dec-97,
144026,SIDERINE,Pesticide,,,,DUKE,10-Dec-97,
144027,SIDERITOFLAVONE,Aldose-Reductase-Inhibitor,,,,DUKE,10-Dec-97,
144028,SIDERITOFLAVONE,Antiarthritic,,,,DUKE,10-Dec-97,
144029,SIDERITOFLAVONE,Anticataract,1 uM,,,DUKE,10-Dec-97,
144030,SIDERITOFLAVONE,Antiinflammatory,,JNP50:313.1987,,DUKE,10-Dec-97,
144031,SIGMOIDIN-A,Antibacterial,5-50 ug/ml,452,,DUKE,10-Dec-97,27-Jul-99
144032,SIGMOIDIN-A,Pesticide,,,,DUKE,10-Dec-97,
144033,SILANDRIN,Antihepatotoxic,,FT#5:1986,,DUKE,10-Dec-97,
144034,SILICINE,Antineuralgic,,,,DUKE,10-Dec-97,
144035,SILICINE,Antisclerotic,,,,DUKE,10-Dec-97,
144036,SILICINE,Antitinnitic,,,,DUKE,10-Dec-97,
144037,SILICINE,Antivertigo,,,,DUKE,10-Dec-97,
144038,SILICINE,Hypotensive,,,,DUKE,10-Dec-97,
144039,SILICON,Antiarteriosclerotic,,DAS,,DUKE,10-Dec-97,
144040,SILVER,Astringent,,,,DUKE,10-Dec-97,
144041,SILVER,Antibacterial,,MAR,,DUKE,10-Dec-97,27-Jul-99
144042,SILVER,Pesticide,,,,DUKE,10-Dec-97,
144043,SILYBIN,Antihepatotoxic,75-100 mg/kg ivn mus,W&W,,DUKE,10-Dec-97,
144044,SILYBIN,Antioxidant,,PMP23:51,,DUKE,10-Dec-97,4-Jan-99
144045,SILYBIN,Cytoprotective,,PMP23:51,,DUKE,10-Dec-97,4-Jan-99
144046,SILYCHRISTIN,Hepatoprotective,,ACM:253,,DUKE,10-Dec-97,
144047,SILYDIANIN,Hepatoprotective,,ACM:253,,DUKE,10-Dec-97,
144048,SILYMARIN,Anticirrhotic,450 mg/man/day,MAR,,DUKE,10-Dec-97,
144049,SILYMARIN,Antihepatotic,,411,,DUKE,10-Dec-97,
144050,SILYMARIN,Antilipoperoxidant,IC76=50,PC27:972 PM56(2):171,,DUKE,10-Dec-97,4-Jan-99
144051,SILYMARIN,Antiviral,,V&D,,DUKE,10-Dec-97,
144052,SILYMARIN,Hepatoprotective,50 mg/kg ivn mus,W&W,,DUKE,10-Dec-97,
144053,SILYMARIN,Hypolipidemic,,411,,DUKE,10-Dec-97,
144054,SILYMONIN,Hepatoprotective,,ACM:253,,DUKE,10-Dec-97,
144055,SIMALIKALACTONE,Protisticide,,V&D,,DUKE,10-Dec-97,
144056,SIMALIKALACTONE-A,Antifeedant,,,,DUKE,10-Dec-97,
144057,SIMALIKALACTONE-D,Antileishmanic,,PR4(4):134,,DUKE,10-Dec-97,25-Nov-00
144058,SIMALIKALACTONE-D,Antileukemic,,,,DUKE,10-Dec-97,
144059,SIMMONDSIN,Antiappetant,,,,DUKE,10-Dec-97,
144060,SIMPLEXIN,Abortifacient,,,,DUKE,10-Dec-97,
144061,SIMPLEXIN,Antitumor?,,526,,DUKE,10-Dec-97,
144062,SIMPLEXIN,Pesticide,,,,DUKE,10-Dec-97,
144063,SIMPLEXIN,Piscicide,,,,DUKE,10-Dec-97,
144064,SIMPLEXOSIDE,CNS-Depressant,,MPI,,DUKE,10-Dec-97,
144065,SINAPALDEHYDE,Antiedemic,,,,DUKE,10-Dec-97,
144066,SINAPALDEHYDE,Antiinflammatory,,PM56(6):504,,DUKE,10-Dec-97,
144067,SINAPIC-ACID,Antihepatotoxic,,JBH,,DUKE,10-Dec-97,
144068,SINAPIC-ACID,Antioxidant,IC27=30 ppm,PCF:221,,DUKE,10-Dec-97,27-Jan-99
144069,SINAPIC-ACID,Antibacterial,,JBH,,DUKE,10-Dec-97,27-Jul-99
144070,SINAPIC-ACID,Cancer-Preventive,,525,,DUKE,10-Dec-97,
144071,SINAPIC-ACID,Fungicide,,JBH,,DUKE,10-Dec-97,
144072,SINAPIC-ACID,Pesticide,,,,DUKE,10-Dec-97,
144073,SINAPYLALCOHOL,DNA-Active,,JBH,,DUKE,10-Dec-97,
144074,SINENSETIN,Fungicide,,JBH,,DUKE,10-Dec-97,
144075,SINENSETIN,Pesticide,,,,DUKE,10-Dec-97,
144076,SINICUICHINE,Tranquilizer,,CRC,,DUKE,10-Dec-97,
144077,SINIGRIN,Cancer-Preventive,,525,,DUKE,10-Dec-97,
144078,SINIGRIN,Larvicide,,,,DUKE,10-Dec-97,
144079,SINIGRIN,Pesticide,,,,DUKE,10-Dec-97,
144080,SINIGRIN,Phagocytotic,,382,,DUKE,10-Dec-97,26-May-00
144081,SINOMENINE,Analgesic,,,,DUKE,10-Dec-97,
144082,SINOMENINE,Antiinflammatory,,,,DUKE,10-Dec-97,
144083,SINOMENINE,Antitussive,,OMM,,DUKE,10-Dec-97,
144084,SINOMENINE,CNS-Depressant,,,,DUKE,10-Dec-97,
144085,SINOMENINE,Hypotensive,,,,DUKE,10-Dec-97,
144086,SINOMENINE,Sedative,,,,DUKE,10-Dec-97,
144087,SINUCUICHINE,Tranquilizer,,,,DUKE,10-Dec-97,
144088,SIPHONODIN,Cytotoxic,,,,DUKE,10-Dec-97,
144089,SIPHONOSIDE,Cytotoxic,,,,DUKE,10-Dec-97,
144090,SITOINDOSIDE-IV,Antiulcerogenic,,PM53:11.1987,,DUKE,10-Dec-97,
144091,SKIMMIANINE,Abortifacient,,,,DUKE,10-Dec-97,
144092,SKIMMIANINE,Adrenostimulant,,,,DUKE,10-Dec-97,
144093,SKIMMIANINE,Analgesic,,JBH,,DUKE,10-Dec-97,
144094,SKIMMIANINE,Anticonvulsant,,JBH,,DUKE,10-Dec-97,
144095,SKIMMIANINE,Antidiuretic,,JE38:1,,DUKE,10-Dec-97,
144096,SKIMMIANINE,Antimalarial,IC50=48.2 ug/ml,JE15:204,,DUKE,10-Dec-97,
144097,SKIMMIANINE,Antipyretic,,JBH,,DUKE,10-Dec-97,
144098,SKIMMIANINE,CNS-Depressant,,JBH,,DUKE,10-Dec-97,
144099,SKIMMIANINE,CNS-Stimulant,,,,DUKE,10-Dec-97,
144100,SKIMMIANINE,Candidicide,,JBH,,DUKE,10-Dec-97,
144101,SKIMMIANINE,Ecbolic,,,,DUKE,10-Dec-97,
144102,SKIMMIANINE,Hypertensive,,,,DUKE,10-Dec-97,
144103,SKIMMIANINE,Hypothermic,,W&W,,DUKE,10-Dec-97,
144104,SKIMMIANINE,Myorelaxant,,,,DUKE,10-Dec-97,
144105,SKIMMIANINE,Myotonic,,,,DUKE,10-Dec-97,
144106,SKIMMIANINE,Pesticide,,,,DUKE,10-Dec-97,
144107,SKIMMIANINE,Phototoxic,,JBH,,DUKE,10-Dec-97,
144108,SKIMMIANINE,Sedative,,W&W,,DUKE,10-Dec-97,
144109,SKIMMIANINE,Antispasmodic,,JE38:1,,DUKE,10-Dec-97,28-Jul-99
144110,SKIMMIANINE,Uterocontractant,,,,DUKE,10-Dec-97,
144111,SKIMMIANINE,Vasodilator,,,,DUKE,10-Dec-97,
144112,SKULLCAPFLAVONE-II,Antiaggregant,,,,DUKE,10-Dec-97,
144113,SKULLCAPFLAVONE-II,Cytotoxic,,JBH,,DUKE,10-Dec-97,
144114,SKULLCAPFLAVONE-II,Thrombolytic,,,,DUKE,10-Dec-97,
144115,"SN-GLYCEROL-1-EICOSA-9,12-DIENOATE-2-PALMITOLEATE-3-LINOLEATE",Nematicide,ED50=100 ug/ml,NIG,,DUKE,10-Dec-97,
144116,"SN-GLYCEROL-1-EICOSA-9,12-DIENOATE-2-PALMITOLEATE-3-LINOLEATE",Pesticide,,,,DUKE,10-Dec-97,
144117,SODIUM,Hypertensive,,DAS,,DUKE,10-Dec-97,
144118,SODIUM-FERULATE,Antiaggregant,,ACM:412,,DUKE,10-Dec-97,
144119,SODIUM-FERULATE,Antithrombic,,ACM:411,,DUKE,10-Dec-97,
144120,SOLACAULINE,Antifeedant,,382,,DUKE,10-Dec-97,
144121,SOLACAULINE,Pesticide,,,,DUKE,10-Dec-97,
144122,SOLADUCIDINE,Fungicide,,OMM,,DUKE,10-Dec-97,
144123,SOLADUCIDINE,Pesticide,,,,DUKE,10-Dec-97,
144124,SOLAMARGINE,Antitumor,,PC29(5):1513,,DUKE,10-Dec-97,
144125,SOLAMARGINE,Cytotoxic,ED50=1.53 ug/ml,,,DUKE,10-Dec-97,
144126,SOLAMARGINE,Erythrocytolytic,EC100=20uM,PC29(5):1513,,DUKE,10-Dec-97,
144127,SOLAMARGINE,Fungicide,,JE26:85,,DUKE,10-Dec-97,
144128,SOLAMARGINE,Hepatoprotective,,JNP53(2):513,,DUKE,10-Dec-97,
144129,SOLAMARGINE,Insecticide,,PC29(5):1513,,DUKE,10-Dec-97,
144130,SOLAMARGINE,Membranolytic,,PC29(5):1513,,DUKE,10-Dec-97,
144131,SOLAMARGINE,Molluscicide,,,,DUKE,10-Dec-97,
144132,SOLAMARGINE,Pesticide,,,,DUKE,10-Dec-97,
144133,SOLANIDINE,Anticholinesterase,,RWG31,,DUKE,10-Dec-97,8-Jul-99
144134,SOLANIDINE,Pesticide,,,,DUKE,10-Dec-97,
144135,SOLANINE,Antiasthmatic,,,,DUKE,10-Dec-97,
144136,SOLANINE,Antibronchitic,,,,DUKE,10-Dec-97,
144137,SOLANINE,Antiepileptic,,,,DUKE,10-Dec-97,
144138,SOLANINE,Antiparkinsonian,,JE26:85,,DUKE,10-Dec-97,
144139,SOLANINE,Cardiodepressant,,,,DUKE,10-Dec-97,
144140,SOLANINE,Cardiotonic,,HDN UNE,,DUKE,10-Dec-97,17-Feb-03
144141,SOLANINE,Hemolytic,,UNE,,DUKE,10-Dec-97,
144142,SOLANINE,Memranolytic,,PC29(5):1513,,DUKE,10-Dec-97,
144143,SOLANINE,Myostimulant,,UNE,,DUKE,10-Dec-97,
144144,SOLANINE,Narcotic,,,,DUKE,10-Dec-97,
144145,SOLANINE,Sedative,,JE26:85,,DUKE,10-Dec-97,
144146,SOLANINE,Teratogenic,,JNP39:446.1976,,DUKE,10-Dec-97,
144147,SOLANOCAPSINE,Antibacterial,,JE26:85,,DUKE,10-Dec-97,27-Jul-99
144148,SOLANOCAPSINE,Pesticide,,,,DUKE,10-Dec-97,
144149,SOLAPALMATENINE,Antitumor,,,,DUKE,10-Dec-97,
144150,SOLAPALMITINE,Anticarcinomic,ED50=220 ppb,,,DUKE,10-Dec-97,
144151,SOLAPLUMBIN,Antitumor,,RCR,,DUKE,10-Dec-97,
144152,SOLASODINE,Antiandrogenic,20 mg/kg,JE28:249,,DUKE,10-Dec-97,
144153,SOLASODINE,Antiinflammatory,,,,DUKE,10-Dec-97,
144154,SOLASODINE,Antispermatogenic,,,,DUKE,10-Dec-97,
144155,SOLASODINE,Antitumor,,,,DUKE,10-Dec-97,
144156,SOLASODINE,Contraceptive,,PMP24:118,,DUKE,10-Dec-97,
144157,SOLASODINE,Cytotoxic,ED50=3.75 ug/ml,JNP53(3):513,,DUKE,10-Dec-97,8-Jul-99
144158,SOLASODINE,Fungicide,,PC29(5):1513,,DUKE,10-Dec-97,
144159,SOLASODINE,Hepatoprotective,,JNP53(3):513,,DUKE,10-Dec-97,8-Jul-99
144160,SOLASODINE,Pesticide,,,,DUKE,10-Dec-97,
144161,SOLASODINE,Teratogenic,,PC29(5):1513,,DUKE,10-Dec-97,
144162,SOLASONINE,Antitumor,,PC29(5):1513,,DUKE,10-Dec-97,
144163,SOLASONINE,Cardiodepressant,,UNE,,DUKE,10-Dec-97,
144164,SOLASONINE,Cardiotonic,,,,DUKE,10-Dec-97,
144165,SOLASONINE,Erythrocytolytic,EC80=100uM,PC29(5):1513,,DUKE,10-Dec-97,
144166,SOLASONINE,Hemolytic,,UNE,,DUKE,10-Dec-97,
144167,SOLASONINE,Hepatoprotective,,JNP53(2):513,,DUKE,10-Dec-97,
144168,SOLASONINE,Insecticide,,PC29(5):1513,,DUKE,10-Dec-97,
144169,SOLASONINE,Memranolytic,,PC29(5):1513,,DUKE,10-Dec-97,
144170,SOLASONINE,Molluscicide,,,,DUKE,10-Dec-97,
144171,SOLASONINE,Myostimulant,,UNE,,DUKE,10-Dec-97,
144172,SOLASONINE,Pesticide,,,,DUKE,10-Dec-97,
144173,SOLSTITIOLIDE,Herbicide,IC50=200 mM,438,,DUKE,10-Dec-97,
144174,SOLSTITIOLIDE,Pesticide,,,,DUKE,10-Dec-97,
144175,SOMALIN,Antitumor,,,,DUKE,10-Dec-97,
144176,SOMALIN,Cardioactive,,,,DUKE,10-Dec-97,
144177,SOMNIFERINE,Hypnotic,,,,DUKE,10-Dec-97,
144178,SOMNIFERINE,Sedative,,,,DUKE,10-Dec-97,
144179,SOPHOCARPINE,Antichorioadenomic,,,,DUKE,10-Dec-97,
144180,SOPHOCARPINE,Antitumor,,,,DUKE,10-Dec-97,
144181,SOPHORADOCHROMENE,Antiulcer,,,,DUKE,10-Dec-97,
144182,SOPHORAFLAVANONE-G,Antiseptic,MIC=3-6ug/mL,PR4(6):235,,DUKE,10-Dec-97,
144183,SOPHORAFLAVANONE-G,Pesticide,,,,DUKE,10-Dec-97,
144184,SOPHORAJAPONOCIN,Antitumor,,,,DUKE,10-Dec-97,
144185,SOPHORANINE,Antiarrhythmic,,PMP23:57,,DUKE,10-Dec-97,
144186,SOPHORICOSIDE,Aldose-Reductase-Inhibitor,IC18=10uM,PC23:1885,,DUKE,10-Dec-97,
144187,SOPHORICOSIDE,Antiestrogenic,,,,DUKE,10-Dec-97,
144188,SOPHORICOSIDE,Antifertility,,,,DUKE,10-Dec-97,
144189,SORANJIDIOL-ALPHA-ACETATE,Molluscicide,10 ppm,FT#5:1984,,DUKE,10-Dec-97,
144190,SORANJIDIOL-ALPHA-ACETATE,Pesticide,,,,DUKE,10-Dec-97,
144191,SORBARIN,Aldose-Reductase-Inhibitor,IC70=10uM; IC14=1uM,PC23:1885,,DUKE,10-Dec-97,
144192,SORBIC-ACID,Allergenic,,M29,,DUKE,10-Dec-97,
144193,SORBIC-ACID,Antibacterial,,MAR,,DUKE,10-Dec-97,27-Jul-99
144194,SORBIC-ACID,Carcinogenic,,CRC,,DUKE,10-Dec-97,
144195,SORBIC-ACID,Fungicide,,M29,,DUKE,10-Dec-97,
144196,SORBIC-ACID,Pesticide,,,,DUKE,10-Dec-97,
144197,SORBITOL,Antidiabetic, (Insulin-Sparing) 30 g/man/day,MAR,,DUKE,10-Dec-97,9-Nov-00
144198,SORBITOL,Antiketotic,,M11,,DUKE,10-Dec-97,
144199,SORBITOL,Cathartic,,JE26:82,,DUKE,10-Dec-97,9-Nov-00
144200,SORBITOL,Diuretic,,M11,,DUKE,10-Dec-97,
144201,SORBITOL,Laxative,5-15 g/man/day,M28,,DUKE,10-Dec-97,9-Nov-00
144202,SORBITOL,Purgative,30-50 g/man/day,MAR,,DUKE,10-Dec-97,
144203,SORBITOL,Sweetener,0.6 x sucrose,M11,,DUKE,10-Dec-97,
144204,SOYACEREBROSIDE-II,Ionophoretic,,CPB38:2933,,DUKE,10-Dec-97,
144205,SOYASAPONIN,Cancer-Preventive,,,,DUKE,10-Dec-97,
144206,SOYASAPONIN,Hepatoprotective,,,,DUKE,10-Dec-97,
144207,SOYASAPONIN,Insecticide,,,,DUKE,10-Dec-97,
144208,SOYASAPONIN,Pesticide,,,,DUKE,10-Dec-97,
144209,SPARTEINE-SULFATE,Abortifacient,,MAR,,DUKE,10-Dec-97,
144210,SPARTEINE-SULFATE,Antiarrhythmic,,M29,,DUKE,10-Dec-97,
144211,SPARTEINE-SULFATE,Curaroid,,M29,,DUKE,10-Dec-97,
144212,SPARTEINE-SULFATE,Oxytocic,,MAR,,DUKE,10-Dec-97,
144213,SPARTEINE-SULFATE,Respiradepressant,,M29,,DUKE,10-Dec-97,
144214,SPARTIOIDINE,Hepatotoxic,,,,DUKE,10-Dec-97,
144215,SPECIOCILIATINE,Analgesic,,,,DUKE,10-Dec-97,
144216,SPECIOCILIATINE,Antitussive,,,,DUKE,10-Dec-97,
144217,SPECIOIN,Antifeedant,,382,,DUKE,10-Dec-97,
144218,SPECIOIN,Pesticide,,,,DUKE,10-Dec-97,
144219,SPECIOSINE,Antitubulin,IC50=3.2 uM,JNP53(4):1023,,DUKE,10-Dec-97,
144220,SPECTABILINE,Antileukemic,,,,DUKE,10-Dec-97,
144221,SPECTABILINE,Antitumor,IC95=90 mg/kg,ACM:444,,DUKE,10-Dec-97,
144222,SPECTABILINE,Hepatotoxic,,,,DUKE,10-Dec-97,
144223,SPHEROPHYSINE,Ganglion-Blocker,,M11,,DUKE,10-Dec-97,
144224,SPICATIN,Cytotoxic,,,,DUKE,10-Dec-97,
144225,SPILANTHOL,Anesthetic,,PMP24:104,,DUKE,10-Dec-97,
144226,SPILANTHOL,Antifeedant,,382,,DUKE,10-Dec-97,
144227,SPILANTHOL,Larvicide,,,,DUKE,10-Dec-97,
144228,SPILANTHOL,Pesticide,,,,DUKE,10-Dec-97,
144229,SPINOSIN,Antiinflammatory,ED50=150 (ipr mus),,,DUKE,10-Dec-97,
144230,SPINOSIN,Hypnotic,,,,DUKE,10-Dec-97,
144231,SPINOSIN,Sedative,,HG23:27,,DUKE,10-Dec-97,
144232,SPIRAEOSIDE,Aldose-Reductase-Inhibitor,IC9=1 uM,,,DUKE,10-Dec-97,4-May-99
144233,SPIROBRASSININ,Pesticide,,,,DUKE,10-Dec-97,
144234,SPIROBRASSININ,Phytoalexin,,PC29(4):1087,,DUKE,10-Dec-97,
144235,SPIROCHIN,Abortifacient,,,,DUKE,10-Dec-97,
144236,SPIROCHIN,Analgesic,,,,DUKE,10-Dec-97,
144237,SPIROCHIN,Antipyretic,,,,DUKE,10-Dec-97,
144238,SPIROCHIN,Antiseptic,,,,DUKE,10-Dec-97,
144239,SPIROCHIN,Fungicide,,,,DUKE,10-Dec-97,
144240,SPIROCHIN,Hypotensive,,,,DUKE,10-Dec-97,
144241,SPIROCHIN,Myocardiotonic,,,,DUKE,10-Dec-97,
144242,SPIROCHIN,Pesticide,,,,DUKE,10-Dec-97,
144243,SPIROCHIN,Uterotonic,,,,DUKE,10-Dec-97,
144244,SPRUCEANOL,Antileukemic,,,,DUKE,10-Dec-97,
144245,SPRUCEANOL,Cytotoxic,ED50=3.2,JNP42(6):658,,DUKE,10-Dec-97,
144246,SQUALENE,Antitumor,,JBH,,DUKE,10-Dec-97,
144247,SQUALENE,Antibacterial,,JBH,,DUKE,10-Dec-97,27-Jul-99
144248,SQUALENE,Cancer-Preventive,,525,,DUKE,10-Dec-97,
144249,SQUALENE,Immunostimulant,,JBH,,DUKE,10-Dec-97,
144250,SQUALENE,Lipoxygenase-Inhibitor,,CE7:297,,DUKE,10-Dec-97,
144251,SQUALENE,Perfumery,,M11,,DUKE,10-Dec-97,
144252,SQUALENE,Pesticide,,,,DUKE,10-Dec-97,
144253,SQUAMOCIN,Cytotoxic,L-1210 ED50=0.58 ppm,478,,DUKE,10-Dec-97,
144254,SQUAMOCIN,Larvicide,62-70 ppm diet,478,,DUKE,10-Dec-97,
144255,SQUAMOCIN,Ovicide,62-70 ppm diet,478,,DUKE,10-Dec-97,
144256,SQUAMONE,Artemicide,LC50=2.1 ppm,478,,DUKE,10-Dec-97,
144257,SQUAMONE,Cytotoxic,HT-29 ED50=2.98 ppm,478,,DUKE,10-Dec-97,
144258,STACHYDRINE,Cardiotonic,,,,DUKE,10-Dec-97,
144259,STACHYDRINE,Emmenagogue,,LRN-MAR91,,DUKE,10-Dec-97,
144260,STACHYDRINE,Insectifuge,,EB48:111,,DUKE,10-Dec-97,
144261,STACHYDRINE,Lactagogue,,LRN-MAR91,,DUKE,10-Dec-97,
144262,STACHYDRINE,Oxytocic?,,,,DUKE,10-Dec-97,
144263,STACHYDRINE,Systolic-Depressant,,JBH,,DUKE,10-Dec-97,
144264,STACHYOSE,Flatugenic,,PFH46:77,,DUKE,10-Dec-97,
144265,STARCH,Absorbent,,M29,,DUKE,10-Dec-97,
144266,STARCH,Antidote (Iodine),,JBH,,DUKE,10-Dec-97,
144267,STARCH,Antinesidioblastosic,,M29,,DUKE,10-Dec-97,
144268,STARCH,Emollient,,M29,,DUKE,10-Dec-97,
144269,STARCH,Poultice,,M29,,DUKE,10-Dec-97,
144270,STEARIC-ACID,Cosmetic,,JBH,,DUKE,10-Dec-97,
144271,STEARIC-ACID,FLavor,"FEMA 2-4,000",ARC,,DUKE,10-Dec-97,
144272,STEARIC-ACID,Lubricant,,JBH,,DUKE,10-Dec-97,
144273,STEARIC-ACID,Perfumery,,ARC,,DUKE,10-Dec-97,
144274,STEARIC-ACID,Suppository,,JBH,,DUKE,10-Dec-97,23-May-03
144275,STEBIMISIMINE,Cytotoxic,16 ppm,,,DUKE,10-Dec-97,
144276,STEGANACIN,Anticarcinomic,ED50=1-100 ppb,BPCC,,DUKE,10-Dec-97,
144277,STEGANANGIN,Anticarcinomic,ED50=1-100 ppb,BPCC,,DUKE,10-Dec-97,
144278,STEGANOL,Antitumor,,,,DUKE,10-Dec-97,
144279,STEGANONE,Antitumor,,,,DUKE,10-Dec-97,
144280,STELLERIN,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
144281,STELLERIN,Fungicide,,OMM,,DUKE,10-Dec-97,
144282,STELLERIN,Pesticide,,,,DUKE,10-Dec-97,
144283,STEMODIN,Antiviral,0.02 mg/ml,JNP54:1549,,DUKE,10-Dec-97,
144284,STEMODIN,Cytotoxic,CD50=0.04 mg/ml,JNP54:1549,,DUKE,10-Dec-97,
144285,STEMODIN,Pesticide,,,,DUKE,10-Dec-97,
144286,STEMONINE,Antidysenteric,,,,DUKE,10-Dec-97,
144287,STEMONINE,Antitussive,,,,DUKE,10-Dec-97,
144288,STEMONINE,Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
144289,STEMONINE,Pesticide,,,,DUKE,10-Dec-97,
144290,STEMOSPIRONE,Insecticide,,382,,DUKE,10-Dec-97,
144291,STEMOSPIRONE,Pesticide,,,,DUKE,10-Dec-97,
144292,STENOCARPINE,Analgesic,,,,DUKE,10-Dec-97,
144293,STEPHAVANINE,Antitumor,,,,DUKE,10-Dec-97,
144294,STEPPOSIDE,Choleretic,,,,DUKE,10-Dec-97,
144295,STEPPOSIDE,Diuretic,,,,DUKE,10-Dec-97,
144296,STEPPOSIDE,Antispasmodic,,FT#5:1986,,DUKE,10-Dec-97,28-Jul-99
144297,STERCULIC-ACID,Insecticide,,438,,DUKE,10-Dec-97,
144298,STERCULIC-ACID,Juvabional,,,,DUKE,10-Dec-97,
144299,STERCULIC-ACID,Pesticide,,,,DUKE,10-Dec-97,
144300,STEVIOL,Antifeedant,150 ppm,FT68(4):303,,DUKE,10-Dec-97,29-Oct-02
144301,STEVIOL,Mutagenic,,,,DUKE,10-Dec-97,
144302,STEVIOL,Pesticide,,,,DUKE,10-Dec-97,
144303,STEVIOLBIOSIDE,Antifeedant,,,,DUKE,10-Dec-97,
144304,STEVIOLBIOSIDE,Pesticide,,,,DUKE,10-Dec-97,
144305,STEVIOLBIOSIDE,Sweetener,90 x sucrose,POP:171 JNP50:438&1020.1987,,DUKE,10-Dec-97,29-Oct-02
144306,STEVIOSIDE,Antifeedant,,,,DUKE,10-Dec-97,
144307,STEVIOSIDE,Antimutagenic,,PMP23:52,,DUKE,10-Dec-97,
144308,STEVIOSIDE,Pesticide,,,,DUKE,10-Dec-97,
144309,STEVIOSIDE,Sweetener,210 x sucrose,POP:171 JNP50:438&1020.1987,,DUKE,10-Dec-97,29-Oct-02
144310,STIGMAST-5-ENE-3-BETA-7-ALPHA-DIOL,Antifertility,,,,DUKE,10-Dec-97,
144311,STIGMAST-5-ENE-3-BETA-7-BETA-DIOL,Antifertility,,,,DUKE,10-Dec-97,
144312,"STIGMASTA-7,22-DIENE-3-BETA-O-GLUCOSIDE",Diuretic,,W&W,,DUKE,10-Dec-97,
144313,STIGMASTEROL,Antihepatotoxic,,,,DUKE,10-Dec-97,
144314,STIGMASTEROL,Antiinflammatory,,LRN1995,,DUKE,10-Dec-97,
144315,STIGMASTEROL,Antiophidic,2.3 mg ipr mus,EMP5:363,,DUKE,10-Dec-97,8-Jul-01
144316,STIGMASTEROL,Antiviral,,PS75:161,,DUKE,10-Dec-97,
144317,STIGMASTEROL,Artemicide,LC50=110 ppm,PC29(5):1667,,DUKE,10-Dec-97,
144318,STIGMASTEROL,Cancer-Preventive,,525,,DUKE,10-Dec-97,
144319,STIGMASTEROL,Estrogenic,,MPI PHM9:52,,DUKE,10-Dec-97,23-May-03
144320,STIGMASTEROL,Hypocholesterolemic,,NIG,,DUKE,10-Dec-97,
144321,STIGMASTEROL,Ovulant,,,,DUKE,10-Dec-97,
144322,STIGMASTEROL,Sedative,,PM6:499.1986,,DUKE,10-Dec-97,
144324,STIGMASTERYL-GLUCOSIDE,Antihepatotoxic,,PM#6:489.1986,,DUKE,10-Dec-97,
144325,STIGMOIDIN-B-3'-METHYL-ETHER,Fungicide,ED50=2ug,438,,DUKE,10-Dec-97,
144326,STIGMOIDIN-B-3'-METHYL-ETHER,Pesticide,,,,DUKE,10-Dec-97,
144327,STRICTAMINE,MAO-Inhibitor,,PEP,,DUKE,10-Dec-97,
144328,STROPHANTHIDIN,Antianginal,,,,DUKE,10-Dec-97,
144329,STROPHANTHIDIN,Antiasthmatic,,,,DUKE,10-Dec-97,
144330,STROPHANTHIDIN,Anticarcinomic,ED50=0.24,,,DUKE,10-Dec-97,
144331,STROPHANTHIDIN,Antiedemic,,,,DUKE,10-Dec-97,
144332,STROPHANTHIDIN,Antitumor,,,,DUKE,10-Dec-97,
144333,STROPHANTHIDIN,Cardiac,,,,DUKE,10-Dec-97,
144334,STROPHANTHIN,Antiarrhythmic,,,,DUKE,10-Dec-97,
144335,STROPHANTHIN,Cardiotonic,125-500 ug/man/day,MAR,,DUKE,10-Dec-97,
144336,STROPHANTHIN-G,Antiflu,,V&D,,DUKE,10-Dec-97,
144337,STROPHANTHIN-G,Antiviral,,V&D,,DUKE,10-Dec-97,
144338,STROPHANTHIN-K,Cardiotonic,125-500 ug/man/day/ivn,,,DUKE,10-Dec-97,
144339,STROSPESIDE,Cardiac,,,,DUKE,10-Dec-97,
144340,STRYCHNINE,Analeptic,,MAR,,DUKE,10-Dec-97,
144341,STRYCHNINE,Antiapneic,100 ug/kg,M29,,DUKE,10-Dec-97,
144342,STRYCHNINE,Antidote,#NAME?,M29,,DUKE,10-Dec-97,25-Nov-00
